reference,r2,intercept,coef_distance,coef_intensity
Epicenter (F4),0.5319410862533527,5.109531652452217,-0.300964830392682,0.11560356221194973
C3 (Nominal),0.53606492660831,-1.8372103965441138,0.30878576793702,0.11560356221194978
