condition,epoch_index,band,power_type,roi,value
Pre,39,beta,relative,right_motor,0.07795015536321284
Pre,39,low_gamma,absolute,right_motor,2.933183497184464e-13
Pre,39,low_gamma,relative,right_motor,0.005610324606797215
Pre,40,alpha,absolute,left_motor,2.1867776362046553e-11
Pre,40,alpha,relative,left_motor,0.6596813469999656
Pre,40,beta,absolute,left_motor,2.855513415844913e-12
Pre,40,beta,relative,left_motor,0.08614176884534187
Pre,40,low_gamma,absolute,left_motor,3.7478712904526884e-13
Pre,40,low_gamma,relative,left_motor,0.011306137123111418
Pre,40,alpha,absolute,right_motor,2.3399283967313236e-11
Pre,40,alpha,relative,right_motor,0.6736247875088656
Pre,40,beta,absolute,right_motor,2.4821879791937403e-12
Pre,40,beta,relative,right_motor,0.07145788530867743
Pre,40,low_gamma,absolute,right_motor,2.7277478982934605e-13
Pre,40,low_gamma,relative,right_motor,0.00785271293314994
Pre,41,alpha,absolute,left_motor,1.8052506437111915e-11
Pre,41,alpha,relative,left_motor,0.4039263028839108
Pre,41,beta,absolute,left_motor,3.7461880750845e-12
Pre,41,beta,relative,left_motor,0.08382126350975336
Pre,41,low_gamma,absolute,left_motor,3.960445719932046e-13
Pre,41,low_gamma,relative,left_motor,0.008861529577609658
Pre,41,alpha,absolute,right_motor,1.4502022710115627e-11
Pre,41,alpha,relative,right_motor,0.4034227319870617
Pre,41,beta,absolute,right_motor,3.343649829419574e-12
Pre,41,beta,relative,right_motor,0.09301491081320767
Pre,41,low_gamma,absolute,right_motor,3.1615272294703014e-13
Pre,41,low_gamma,relative,right_motor,0.008794855570559411
Pre,42,alpha,absolute,left_motor,1.6093396624083773e-11
Pre,42,alpha,relative,left_motor,0.5004820005216039
Pre,42,beta,absolute,left_motor,2.7356358525385784e-12
Pre,42,beta,relative,left_motor,0.0850744274908516
Pre,42,low_gamma,absolute,left_motor,3.6118420192291713e-13
Pre,42,low_gamma,relative,left_motor,0.011232320693859233
Pre,42,alpha,absolute,right_motor,2.1824254635136838e-11
Pre,42,alpha,relative,right_motor,0.5718704944826428
Pre,42,beta,absolute,right_motor,3.1298316297209855e-12
Pre,42,beta,relative,right_motor,0.08201234780565203
Pre,42,low_gamma,absolute,right_motor,2.0580564203165718e-13
Pre,42,low_gamma,relative,right_motor,0.005392815298556639
Pre,43,alpha,absolute,left_motor,2.462001397826113e-11
Pre,43,alpha,relative,left_motor,0.6236033996359449
Pre,43,beta,absolute,left_motor,3.490255715246051e-12
Pre,43,beta,relative,left_motor,0.08840512160342602
Pre,43,low_gamma,absolute,left_motor,4.181504048392498e-13
Pre,43,low_gamma,relative,left_motor,0.010591383670502687
Pre,43,alpha,absolute,right_motor,2.8630376971045422e-11
Pre,43,alpha,relative,right_motor,0.6515754800716286
Pre,43,beta,absolute,right_motor,3.5449230191581948e-12
Pre,43,beta,relative,right_motor,0.08067602184773565
Pre,43,low_gamma,absolute,right_motor,2.65002257593615e-13
Pre,43,low_gamma,relative,right_motor,0.006030970999307808
Pre,44,alpha,absolute,left_motor,4.099743055624964e-11
Pre,44,alpha,relative,left_motor,0.5982843532944095
Pre,44,beta,absolute,left_motor,3.88080278060072e-12
Pre,44,beta,relative,left_motor,0.056633392638332294
Pre,44,low_gamma,absolute,left_motor,4.877853120594434e-13
Pre,44,low_gamma,relative,left_motor,0.007118356346054196
Pre,44,alpha,absolute,right_motor,3.919013167838052e-11
Pre,44,alpha,relative,right_motor,0.5897186823335189
Pre,44,beta,absolute,right_motor,4.264820066787645e-12
Pre,44,beta,relative,right_motor,0.0641754432165636
Pre,44,low_gamma,absolute,right_motor,2.888396488762388e-13
Pre,44,low_gamma,relative,right_motor,0.004346352763977511
Pre,45,alpha,absolute,left_motor,3.5304554509955784e-11
Pre,45,alpha,relative,left_motor,0.5288229995676892
Pre,45,beta,absolute,left_motor,4.928931480654356e-12
Pre,45,beta,relative,left_motor,0.07382991703034275
Pre,45,low_gamma,absolute,left_motor,4.641153914720891e-13
Pre,45,low_gamma,relative,left_motor,0.006951932884313568
Pre,45,alpha,absolute,right_motor,4.476719587834406e-11
Pre,45,alpha,relative,right_motor,0.6034510780177529
Pre,45,beta,absolute,right_motor,5.7299114970039605e-12
Pre,45,beta,relative,right_motor,0.07723783457891348
Pre,45,low_gamma,absolute,right_motor,2.7755511109076836e-13
Pre,45,low_gamma,relative,right_motor,0.0037413764188452183
Pre,46,alpha,absolute,left_motor,2.6833668645769248e-11
Pre,46,alpha,relative,left_motor,0.600384759637517
Pre,46,beta,absolute,left_motor,3.5555294402624355e-12
Pre,46,beta,relative,left_motor,0.07955250981727557
Pre,46,low_gamma,absolute,left_motor,3.719130230380078e-13
Pre,46,low_gamma,relative,left_motor,0.008321296423921595
Pre,46,alpha,absolute,right_motor,2.949484472348761e-11
Pre,46,alpha,relative,right_motor,0.5692566181082968
Pre,46,beta,absolute,right_motor,5.215587356374512e-12
Pre,46,beta,relative,right_motor,0.10066191728664499
Pre,46,low_gamma,absolute,right_motor,2.486020785503946e-13
Pre,46,low_gamma,relative,right_motor,0.00479807165682739
Pre,47,alpha,absolute,left_motor,1.9798562244605342e-11
Pre,47,alpha,relative,left_motor,0.6104732100224799
Pre,47,beta,absolute,left_motor,3.348884107444112e-12
Pre,47,beta,relative,left_motor,0.1032602269703563
Pre,47,low_gamma,absolute,left_motor,3.3010287200541046e-13
Pre,47,low_gamma,relative,left_motor,0.010178464346101299
Pre,47,alpha,absolute,right_motor,1.8542264571778352e-11
Pre,47,alpha,relative,right_motor,0.5784649658610029
Pre,47,beta,absolute,right_motor,3.706612912910246e-12
Pre,47,beta,relative,right_motor,0.11563559045479295
Pre,47,low_gamma,absolute,right_motor,2.610292110686803e-13
Pre,47,low_gamma,relative,right_motor,0.008143355580169405
Pre,48,alpha,absolute,left_motor,2.0710241180715433e-11
Pre,48,alpha,relative,left_motor,0.5298934270924366
Pre,48,beta,absolute,left_motor,3.159637145525697e-12
Pre,48,beta,relative,left_motor,0.08084265850897916
Pre,48,low_gamma,absolute,left_motor,4.625663360095902e-13
Pre,48,low_gamma,relative,left_motor,0.01183524899140001
Pre,48,alpha,absolute,right_motor,2.1953057989198647e-11
Pre,48,alpha,relative,right_motor,0.5426871015357998
Pre,48,beta,absolute,right_motor,3.721105682397894e-12
Pre,48,beta,relative,right_motor,0.0919870051034572
Pre,48,low_gamma,absolute,right_motor,2.5931585554746717e-13
Pre,48,low_gamma,relative,right_motor,0.006410376636301505
Pre,49,alpha,absolute,left_motor,2.0080170681744607e-11
Pre,49,alpha,relative,left_motor,0.37835265115066813
Pre,49,beta,absolute,left_motor,4.967709183954223e-12
Pre,49,beta,relative,left_motor,0.0936020898270225
Pre,49,low_gamma,absolute,left_motor,4.0188077817746063e-13
Pre,49,low_gamma,relative,left_motor,0.007572279154388401
Pre,49,alpha,absolute,right_motor,2.0542279634276363e-11
Pre,49,alpha,relative,right_motor,0.33036174409954033
Pre,49,beta,absolute,right_motor,7.471387149874337e-12
Pre,49,beta,relative,right_motor,0.12015514020931244
Pre,49,low_gamma,absolute,right_motor,2.970300790954937e-13
Pre,49,low_gamma,relative,right_motor,0.004776849343257828
Pre,50,alpha,absolute,left_motor,1.7096182198451557e-11
Pre,50,alpha,relative,left_motor,0.4685780589922378
Pre,50,beta,absolute,left_motor,2.528980343776669e-12
Pre,50,beta,relative,left_motor,0.06931516562941897
Pre,50,low_gamma,absolute,left_motor,4.1135525093478544e-13
Pre,50,low_gamma,relative,left_motor,0.011274566613869188
Pre,50,alpha,absolute,right_motor,1.9274400749175166e-11
Pre,50,alpha,relative,right_motor,0.48752952773794256
Pre,50,beta,absolute,right_motor,2.3453045410909775e-12
Pre,50,beta,relative,right_motor,0.05932247804740012
Pre,50,low_gamma,absolute,right_motor,2.6107629831247124e-13
Pre,50,low_gamma,relative,right_motor,0.0066037022928090916
Pre,51,alpha,absolute,left_motor,1.0133840985134707e-11
Pre,51,alpha,relative,left_motor,0.24492242668201675
Pre,51,beta,absolute,left_motor,3.0329636996649104e-12
Pre,51,beta,relative,left_motor,0.07330298851640436
Pre,51,low_gamma,absolute,left_motor,3.980589590549039e-13
Pre,51,low_gamma,relative,left_motor,0.00962059364827784
Pre,51,alpha,absolute,right_motor,1.0021947473826738e-11
Pre,51,alpha,relative,right_motor,0.21375098332585346
Pre,51,beta,absolute,right_motor,3.165787860091507e-12
Pre,51,beta,relative,right_motor,0.06752083563228099
Pre,51,low_gamma,absolute,right_motor,2.31894956403471e-13
Pre,51,low_gamma,relative,right_motor,0.004945922445612369
Pre,52,alpha,absolute,left_motor,2.4376865427519094e-12
Pre,52,alpha,relative,left_motor,0.21246316314419697
Pre,52,beta,absolute,left_motor,2.0756111444887776e-12
Pre,52,beta,relative,left_motor,0.18090550260723717
Pre,52,low_gamma,absolute,left_motor,3.779067222045991e-13
Pre,52,low_gamma,relative,left_motor,0.03293748238951325
Pre,52,alpha,absolute,right_motor,1.9190961555627254e-12
Pre,52,alpha,relative,right_motor,0.1650637215628837
Pre,52,beta,absolute,right_motor,1.4182413125643314e-12
Pre,52,beta,relative,right_motor,0.12198460637187494
Pre,52,low_gamma,absolute,right_motor,2.3315960311386806e-13
Pre,52,low_gamma,relative,right_motor,0.02005433218994434
Pre,53,alpha,absolute,left_motor,3.276084532192299e-12
Pre,53,alpha,relative,left_motor,0.22884249457188768
Pre,53,beta,absolute,left_motor,1.8629047358531403e-12
Pre,53,beta,relative,left_motor,0.1301284392125058
Pre,53,low_gamma,absolute,left_motor,3.913109976972767e-13
Pre,53,low_gamma,relative,left_motor,0.027334027552254468
Pre,53,alpha,absolute,right_motor,2.978119060054954e-12
Pre,53,alpha,relative,right_motor,0.23319004781519104
Pre,53,beta,absolute,right_motor,1.532682911162552e-12
Pre,53,beta,relative,right_motor,0.12001078336100056
Pre,53,low_gamma,absolute,right_motor,2.3442384787467324e-13
Pre,53,low_gamma,relative,right_motor,0.01835564904980911
Pre,54,alpha,absolute,left_motor,3.786534213089845e-12
Pre,54,alpha,relative,left_motor,0.1930759515055763
Pre,54,beta,absolute,left_motor,2.0213137376624947e-12
Pre,54,beta,relative,left_motor,0.10306709281573284
Pre,54,low_gamma,absolute,left_motor,3.7936752803726934e-13
Pre,54,low_gamma,relative,left_motor,0.019344007560503248
Pre,54,alpha,absolute,right_motor,2.7262068375928298e-12
Pre,54,alpha,relative,right_motor,0.16459946874744458
Pre,54,beta,absolute,right_motor,2.579510915858094e-12
Pre,54,beta,relative,right_motor,0.15574244790368696
Pre,54,low_gamma,absolute,right_motor,9.421746169078066e-13
Pre,54,low_gamma,relative,right_motor,0.05688542750016906
Pre,55,alpha,absolute,left_motor,1.4588639056944555e-11
Pre,55,alpha,relative,left_motor,0.20918323570763644
Pre,55,beta,absolute,left_motor,3.04391156633191e-12
Pre,55,beta,relative,left_motor,0.043645967808772876
Pre,55,low_gamma,absolute,left_motor,5.46193413089716e-13
Pre,55,low_gamma,relative,left_motor,0.007831745307175621
Pre,55,alpha,absolute,right_motor,1.2212446238575352e-11
Pre,55,alpha,relative,right_motor,0.248749712451391
Pre,55,beta,absolute,right_motor,2.188829910954565e-12
Pre,55,beta,relative,right_motor,0.04458327187841666
Pre,55,low_gamma,absolute,right_motor,3.489359759502377e-13
Pre,55,low_gamma,relative,right_motor,0.007107316747679909
Pre,56,alpha,absolute,left_motor,2.293170989865885e-12
Pre,56,alpha,relative,left_motor,0.09018454420596184
Pre,56,beta,absolute,left_motor,1.5466635688190339e-12
Pre,56,beta,relative,left_motor,0.06082631849536375
Pre,56,low_gamma,absolute,left_motor,3.582779962631343e-13
Pre,56,low_gamma,relative,left_motor,0.014090156353279948
Pre,56,alpha,absolute,right_motor,1.976018641130514e-12
Pre,56,alpha,relative,right_motor,0.09759820916528723
Pre,56,beta,absolute,right_motor,1.2498430566373526e-12
Pre,56,beta,relative,right_motor,0.06173142374592481
Pre,56,low_gamma,absolute,right_motor,2.390905635061281e-13
Pre,56,low_gamma,relative,right_motor,0.01180900338731989
Pre,57,alpha,absolute,left_motor,4.455866611226367e-11
Pre,57,alpha,relative,left_motor,0.74374906857528
Pre,57,beta,absolute,left_motor,3.4916875710099116e-12
Pre,57,beta,relative,left_motor,0.0582813536687033
Pre,57,low_gamma,absolute,left_motor,3.831384028660288e-13
Pre,57,low_gamma,relative,left_motor,0.006395138255465001
Pre,57,alpha,absolute,right_motor,5.3033630200697544e-11
Pre,57,alpha,relative,right_motor,0.7779942915938024
Pre,57,beta,absolute,right_motor,2.9773617142528126e-12
Pre,57,beta,relative,right_motor,0.04367738751680173
Pre,57,low_gamma,absolute,right_motor,2.990599998823596e-13
Pre,57,low_gamma,relative,right_motor,0.004387159088903154
Pre,58,alpha,absolute,left_motor,4.050946419329626e-11
Pre,58,alpha,relative,left_motor,0.6777637244684691
Pre,58,beta,absolute,left_motor,4.498283819471978e-12
Pre,58,beta,relative,left_motor,0.0752607731530082
Pre,58,low_gamma,absolute,left_motor,5.184044735048153e-13
Pre,58,low_gamma,relative,left_motor,0.008673423698402898
Pre,58,alpha,absolute,right_motor,4.09874167978054e-11
Pre,58,alpha,relative,right_motor,0.6853981772708801
Pre,58,beta,absolute,right_motor,4.0934370313664e-12
Pre,58,beta,relative,right_motor,0.06845111254295674
Pre,58,low_gamma,absolute,right_motor,4.2575098851425954e-13
Pre,58,low_gamma,relative,right_motor,0.007119476519793102
Pre,59,alpha,absolute,left_motor,3.486906997058815e-11
Pre,59,alpha,relative,left_motor,0.6361769540077113
Pre,59,beta,absolute,left_motor,3.0783991033760668e-12
Pre,59,beta,relative,left_motor,0.05616457698635955
Pre,59,low_gamma,absolute,left_motor,3.8770998730371375e-13
Pre,59,low_gamma,relative,left_motor,0.00707366611639756
Pre,59,alpha,absolute,right_motor,3.9874488373923525e-11
Pre,59,alpha,relative,right_motor,0.6476316525548431
Pre,59,beta,absolute,right_motor,2.8368641028639663e-12
Pre,59,beta,relative,right_motor,0.04607565042045263
Pre,59,low_gamma,absolute,right_motor,2.8940628556841725e-13
Pre,59,low_gamma,relative,right_motor,0.004700465852372026
Pre,60,alpha,absolute,left_motor,1.3526373054212622e-11
Pre,60,alpha,relative,left_motor,0.5160690753494653
Pre,60,beta,absolute,left_motor,2.3621189881781874e-12
Pre,60,beta,relative,left_motor,0.09012146546667099
Pre,60,low_gamma,absolute,left_motor,4.5080954523697263e-13
Pre,60,low_gamma,relative,left_motor,0.01719964873338325
Pre,60,alpha,absolute,right_motor,1.6879019242770437e-11
Pre,60,alpha,relative,right_motor,0.5606379372527819
Pre,60,beta,absolute,right_motor,2.965198307555918e-12
Pre,60,beta,relative,right_motor,0.0984892924632232
Pre,60,low_gamma,absolute,right_motor,2.778775660620578e-13
Pre,60,low_gamma,relative,right_motor,0.009229724974250657
Pre,61,alpha,absolute,left_motor,2.5151487948096415e-12
Pre,61,alpha,relative,left_motor,0.15699029290361116
Pre,61,beta,absolute,left_motor,1.455556218973281e-12
Pre,61,beta,relative,left_motor,0.09085275496457566
Pre,61,low_gamma,absolute,left_motor,3.8414074165724364e-13
Pre,61,low_gamma,relative,left_motor,0.0239772564046436
Pre,61,alpha,absolute,right_motor,2.5369704795491974e-12
Pre,61,alpha,relative,right_motor,0.1753438262392604
Pre,61,beta,absolute,right_motor,1.1397732781532648e-12
Pre,61,beta,relative,right_motor,0.07877592949846648
Pre,61,low_gamma,absolute,right_motor,2.5607893369889364e-13
Pre,61,low_gamma,relative,right_motor,0.017699007700717372
Pre,62,alpha,absolute,left_motor,1.9032349829338753e-11
Pre,62,alpha,relative,left_motor,0.5759826173460071
Pre,62,beta,absolute,left_motor,3.0251453916460543e-12
Pre,62,beta,relative,left_motor,0.09155102633971729
Pre,62,low_gamma,absolute,left_motor,3.4634985381126314e-13
Pre,62,low_gamma,relative,left_motor,0.010481705995551748
Pre,62,alpha,absolute,right_motor,2.7886419185680025e-11
Pre,62,alpha,relative,right_motor,0.663994429693269
Pre,62,beta,absolute,right_motor,3.0381177894973196e-12
Pre,62,beta,relative,right_motor,0.07233963154416576
Pre,62,low_gamma,absolute,right_motor,2.2556076448754736e-13
Pre,62,low_gamma,relative,right_motor,0.005370753777308054
Pre,63,alpha,absolute,left_motor,3.064648153465379e-12
Pre,63,alpha,relative,left_motor,0.162260043722394
Pre,63,beta,absolute,left_motor,1.7810166143002286e-12
Pre,63,beta,relative,left_motor,0.0942972306233228
Pre,63,low_gamma,absolute,left_motor,4.67151504145639e-13
Pre,63,low_gamma,relative,left_motor,0.02473367893862202
Pre,63,alpha,absolute,right_motor,2.3092045845095944e-12
Pre,63,alpha,relative,right_motor,0.12899286052734654
Pre,63,beta,absolute,right_motor,1.985297000598975e-12
Pre,63,beta,relative,right_motor,0.11089928576337407
Pre,63,low_gamma,absolute,right_motor,9.011263366656626e-13
Pre,63,low_gamma,relative,right_motor,0.05033718737732291
Pre,64,alpha,absolute,left_motor,1.0633142025199042e-11
Pre,64,alpha,relative,left_motor,0.24255165083765282
Pre,64,beta,absolute,left_motor,3.652799324222162e-12
Pre,64,beta,relative,left_motor,0.08332367837926656
Pre,64,low_gamma,absolute,left_motor,4.85739900900961e-13
Pre,64,low_gamma,relative,left_motor,0.011080169395089084
Pre,64,alpha,absolute,right_motor,4.524338350050335e-12
Pre,64,alpha,relative,right_motor,0.10061385584838814
Pre,64,beta,absolute,right_motor,2.8299874747713034e-12
Pre,64,beta,relative,right_motor,0.06293427454120802
Pre,64,low_gamma,absolute,right_motor,3.8985809125174025e-13
Pre,64,low_gamma,relative,right_motor,0.00866980379442531
Pre,65,alpha,absolute,left_motor,2.3984822950582692e-11
Pre,65,alpha,relative,left_motor,0.6200435295482227
Pre,65,beta,absolute,left_motor,2.419125793168967e-12
Pre,65,beta,relative,left_motor,0.06253801824212296
Pre,65,low_gamma,absolute,left_motor,4.889445949043439e-13
Pre,65,low_gamma,relative,left_motor,0.01263994872935471
Pre,65,alpha,absolute,right_motor,1.5470707096910998e-11
Pre,65,alpha,relative,right_motor,0.532160519451094
Pre,65,beta,absolute,right_motor,2.0494096381618306e-12
Pre,65,beta,relative,right_motor,0.07049547837603616
Pre,65,low_gamma,absolute,right_motor,2.9021845051900284e-13
Pre,65,low_gamma,relative,right_motor,0.009982918066706946
Pre,66,alpha,absolute,left_motor,2.1854514660223905e-11
Pre,66,alpha,relative,left_motor,0.46815606257440173
Pre,66,beta,absolute,left_motor,4.0329253415788934e-12
Pre,66,beta,relative,left_motor,0.08639123210575822
Pre,66,low_gamma,absolute,left_motor,3.8355931941465017e-13
Pre,66,low_gamma,relative,left_motor,0.008216408533093465
Pre,66,alpha,absolute,right_motor,2.4555515665421233e-11
Pre,66,alpha,relative,right_motor,0.5534893061122796
Pre,66,beta,absolute,right_motor,3.6053138206846467e-12
Pre,66,beta,relative,right_motor,0.081264945608037
Pre,66,low_gamma,absolute,right_motor,2.6127932675746157e-13
Pre,66,low_gamma,relative,right_motor,0.0058893209671876875
Pre,67,alpha,absolute,left_motor,2.4473504920181113e-12
Pre,67,alpha,relative,left_motor,0.09972059996384527
Pre,67,beta,absolute,left_motor,1.8084456173087948e-12
Pre,67,beta,relative,left_motor,0.07368755825869056
Pre,67,low_gamma,absolute,left_motor,5.358263216118738e-13
Pre,67,low_gamma,relative,left_motor,0.02183296689290099
Pre,67,alpha,absolute,right_motor,2.027578540817079e-12
Pre,67,alpha,relative,right_motor,0.07761492247420412
Pre,67,beta,absolute,right_motor,1.3966941986778465e-12
Pre,67,beta,relative,right_motor,0.0534649138212257
Pre,67,low_gamma,absolute,right_motor,3.6820580237177774e-13
Pre,67,low_gamma,relative,right_motor,0.014094775728944688
Pre,68,alpha,absolute,left_motor,2.3325656539484715e-12
Pre,68,alpha,relative,left_motor,0.11967589578266513
Pre,68,beta,absolute,left_motor,3.5542284249908487e-12
Pre,68,beta,relative,left_motor,0.18235519752979581
Pre,68,low_gamma,absolute,left_motor,1.5088915820007199e-12
Pre,68,low_gamma,relative,left_motor,0.0774160210278257
Pre,68,alpha,absolute,right_motor,2.8067511871116046e-12
Pre,68,alpha,relative,right_motor,0.12248311243134347
Pre,68,beta,absolute,right_motor,3.8733572522589515e-12
Pre,68,beta,relative,right_motor,0.16902846750139394
Pre,68,low_gamma,absolute,right_motor,1.7675569972261256e-12
Pre,68,low_gamma,relative,right_motor,0.07713397732374305
Pre,69,alpha,absolute,left_motor,1.951642661363075e-11
Pre,69,alpha,relative,left_motor,0.5576028721035888
Pre,69,beta,absolute,left_motor,3.6410038134105955e-12
Pre,69,beta,relative,left_motor,0.10402694222106736
Pre,69,low_gamma,absolute,left_motor,3.971506382538187e-13
Pre,69,low_gamma,relative,left_motor,0.011346971499046603
Pre,69,alpha,absolute,right_motor,2.7035358420471392e-11
Pre,69,alpha,relative,right_motor,0.6102786724285796
Pre,69,beta,absolute,right_motor,3.3857668190650847e-12
Pre,69,beta,relative,right_motor,0.07642810749374734
Pre,69,low_gamma,absolute,right_motor,3.161905030944508e-13
Pre,69,low_gamma,relative,right_motor,0.007137479646539178
Pre,70,alpha,absolute,left_motor,1.9791586279654732e-11
Pre,70,alpha,relative,left_motor,0.6084986224913209
Pre,70,beta,absolute,left_motor,2.578479012111587e-12
Pre,70,beta,relative,left_motor,0.07927615830397472
Pre,70,low_gamma,absolute,left_motor,4.3359314911422833e-13
Pre,70,low_gamma,relative,left_motor,0.013330959440522653
Pre,70,alpha,absolute,right_motor,2.7516595843284053e-11
Pre,70,alpha,relative,right_motor,0.6803571946468236
Pre,70,beta,absolute,right_motor,3.074309829178499e-12
Pre,70,beta,relative,right_motor,0.07601335654917289
Pre,70,low_gamma,absolute,right_motor,2.874810555501082e-13
Pre,70,low_gamma,relative,right_motor,0.0071080669128596695
Pre,71,alpha,absolute,left_motor,1.9071246016318923e-12
Pre,71,alpha,relative,left_motor,0.12864008859462542
Pre,71,beta,absolute,left_motor,1.4207898039899902e-12
Pre,71,beta,relative,left_motor,0.09583565022611493
Pre,71,low_gamma,absolute,left_motor,3.619205390346693e-13
Pre,71,low_gamma,relative,left_motor,0.024412400828868773
Pre,71,alpha,absolute,right_motor,2.32597461321743e-12
Pre,71,alpha,relative,right_motor,0.15621157169552086
Pre,71,beta,absolute,right_motor,1.4581492583515557e-12
Pre,71,beta,relative,right_motor,0.09792875043407104
Pre,71,low_gamma,absolute,right_motor,3.8689506636800244e-13
Pre,71,low_gamma,relative,right_motor,0.02598372572733616
Pre,72,alpha,absolute,left_motor,5.234974804767935e-12
Pre,72,alpha,relative,left_motor,0.25016488711522894
Pre,72,beta,absolute,left_motor,2.298509609725277e-12
Pre,72,beta,relative,left_motor,0.10983938194439558
Pre,72,low_gamma,absolute,left_motor,5.629347134428743e-13
Pre,72,low_gamma,relative,left_motor,0.02690108439746793
Pre,72,alpha,absolute,right_motor,5.155242833956554e-12
Pre,72,alpha,relative,right_motor,0.26657487808417857
Pre,72,beta,absolute,right_motor,1.8628097847440366e-12
Pre,72,beta,relative,right_motor,0.09632490791535453
Pre,72,low_gamma,absolute,right_motor,3.7866447601778186e-13
Pre,72,low_gamma,relative,right_motor,0.0195805396138397
Pre,73,alpha,absolute,left_motor,2.170457896751894e-11
Pre,73,alpha,relative,left_motor,0.530340773190606
Pre,73,beta,absolute,left_motor,2.818742807517456e-12
Pre,73,beta,relative,left_motor,0.06887460209209251
Pre,73,low_gamma,absolute,left_motor,4.639351581740135e-13
Pre,73,low_gamma,relative,left_motor,0.011336028718387885
Pre,73,alpha,absolute,right_motor,2.5966171485884255e-11
Pre,73,alpha,relative,right_motor,0.5646800768840857
Pre,73,beta,absolute,right_motor,3.305257910049288e-12
Pre,73,beta,relative,right_motor,0.07187864763902468
Pre,73,low_gamma,absolute,right_motor,2.942341356165752e-13
Pre,73,low_gamma,relative,right_motor,0.006398638875669898
Pre,74,alpha,absolute,left_motor,2.1657981531550033e-11
Pre,74,alpha,relative,left_motor,0.5905499127059731
Pre,74,beta,absolute,left_motor,3.1443757194503467e-12
Pre,74,beta,relative,left_motor,0.08573794395064696
Pre,74,low_gamma,absolute,left_motor,4.3938656520177993e-13
Pre,74,low_gamma,relative,left_motor,0.011980788576539059
Pre,74,alpha,absolute,right_motor,2.500427897229088e-11
Pre,74,alpha,relative,right_motor,0.6125922456695178
Pre,74,beta,absolute,right_motor,3.2121030545225928e-12
Pre,74,beta,relative,right_motor,0.07869490760651324
Pre,74,low_gamma,absolute,right_motor,2.8584946674759944e-13
Pre,74,low_gamma,relative,right_motor,0.007003168015858314
Pre,75,alpha,absolute,left_motor,2.1273751099845855e-11
Pre,75,alpha,relative,left_motor,0.5264111228706053
Pre,75,beta,absolute,left_motor,2.984332962432614e-12
Pre,75,beta,relative,left_motor,0.07384621820574441
Pre,75,low_gamma,absolute,left_motor,4.080526819844511e-13
Pre,75,low_gamma,relative,left_motor,0.010097113081075455
Pre,75,alpha,absolute,right_motor,2.0212608884281553e-11
Pre,75,alpha,relative,right_motor,0.5898207797401429
Pre,75,beta,absolute,right_motor,2.1402400659027123e-12
Pre,75,beta,relative,right_motor,0.06245398957298937
Pre,75,low_gamma,absolute,right_motor,2.61402071523807e-13
Pre,75,low_gamma,relative,right_motor,0.007627930394069994
Pre,76,alpha,absolute,left_motor,3.6421972557098105e-12
Pre,76,alpha,relative,left_motor,0.23969410147992978
Pre,76,beta,absolute,left_motor,1.5998040151857296e-12
Pre,76,beta,relative,left_motor,0.10528358544084292
Pre,76,low_gamma,absolute,left_motor,4.0835283384828193e-13
Pre,76,low_gamma,relative,left_motor,0.02687382333359418
Pre,76,alpha,absolute,right_motor,6.775806632598682e-12
Pre,76,alpha,relative,right_motor,0.38305039952542913
Pre,76,beta,absolute,right_motor,1.927987975264984e-12
Pre,76,beta,relative,right_motor,0.10899315819498773
Pre,76,low_gamma,absolute,right_motor,4.864799672344315e-13
Pre,76,low_gamma,relative,right_motor,0.027501721332150595
Pre,77,alpha,absolute,left_motor,2.9607065524325312e-12
Pre,77,alpha,relative,left_motor,0.1993000956662645
Pre,77,beta,absolute,left_motor,1.5932460438853143e-12
Pre,77,beta,relative,left_motor,0.10724942960164457
Pre,77,low_gamma,absolute,left_motor,3.860256905753296e-13
Pre,77,low_gamma,relative,left_motor,0.02598533684403436
Pre,77,alpha,absolute,right_motor,3.981890222090532e-12
Pre,77,alpha,relative,right_motor,0.26586807260077233
Pre,77,beta,absolute,right_motor,1.4703081499706779e-12
Pre,77,beta,relative,right_motor,0.09817146434455966
Pre,77,low_gamma,absolute,right_motor,3.8987261005452047e-13
Pre,77,low_gamma,relative,right_motor,0.02603152613800792
Pre,78,alpha,absolute,left_motor,2.341585201435203e-12
Pre,78,alpha,relative,left_motor,0.13878087221020646
Pre,78,beta,absolute,left_motor,1.5536240813575035e-12
Pre,78,beta,relative,left_motor,0.09208005968154459
Pre,78,low_gamma,absolute,left_motor,3.4772224456063613e-13
Pre,78,low_gamma,relative,left_motor,0.020608772363883247
Pre,78,alpha,absolute,right_motor,2.081257830702476e-12
Pre,78,alpha,relative,right_motor,0.14834097602919852
Pre,78,beta,absolute,right_motor,1.355136418909958e-12
Pre,78,beta,relative,right_motor,0.09658690819962754
Pre,78,low_gamma,absolute,right_motor,2.3886400482821763e-13
Pre,78,low_gamma,relative,right_motor,0.017024954376989115
Pre,79,alpha,absolute,left_motor,2.2756745741331397e-12
Pre,79,alpha,relative,left_motor,0.14477248858567685
Pre,79,beta,absolute,left_motor,1.5954431879751471e-12
Pre,79,beta,relative,left_motor,0.10149793970792699
Pre,79,low_gamma,absolute,left_motor,3.5534200548497524e-13
Pre,79,low_gamma,relative,left_motor,0.022605932771684316
Pre,79,alpha,absolute,right_motor,1.783463074376771e-12
Pre,79,alpha,relative,right_motor,0.13465118484887934
Pre,79,beta,absolute,right_motor,1.511782859181397e-12
