condition,epoch_index,band,channel_a,channel_b,value
Post,74,alpha,F4,FC2,0.23587551814697552
Post,74,alpha,FC6,FC2,0.04270874558968526
Post,74,alpha,FC6,CP6,0.6930373906160193
Post,74,alpha,FC2,CP6,0.6659325051132167
Post,74,alpha,CP6,P4,0.42821869109115673
Post,74,alpha,P4,O2,0.7557257522161652
Post,74,alpha,CP6,O2,0.6885219299593334
Post,74,alpha,FC2,P4,0.5762386562298858
Post,74,alpha,F3,F4,0.11021267877352361
Post,74,alpha,FC5,FC1,0.17965665227617253
Post,74,alpha,FC5,FC6,0.10666415284393915
Post,74,alpha,FC1,FC2,0.22923609204039314
Post,74,alpha,CP5,CP6,0.3151707207996111
Post,74,alpha,P3,P4,0.36043156602987464
Post,74,alpha,O1,O2,0.8569285918301359
Post,75,alpha,F3,FC5,0.3039289262872142
Post,75,alpha,F3,FC1,0.5914476056620074
Post,75,alpha,FC5,FC1,0.5849892279682741
Post,75,alpha,FC5,CP5,0.6732476147191317
Post,75,alpha,FC1,CP5,0.6647877091193694
Post,75,alpha,CP5,P3,0.008835999628980946
Post,75,alpha,P3,O1,0.35237056253116655
Post,75,alpha,CP5,O1,0.7772842439066036
Post,75,alpha,FC1,P3,0.019818158519938588
Post,75,alpha,F4,FC6,0.3329656292512151
Post,75,alpha,F4,FC2,0.4198661920531493
Post,75,alpha,FC6,FC2,0.04689608903979884
Post,75,alpha,FC6,CP6,0.6751403616347629
Post,75,alpha,FC2,CP6,0.7452065166522186
Post,75,alpha,CP6,P4,0.4137151616702342
Post,75,alpha,P4,O2,0.9437548274599483
Post,75,alpha,CP6,O2,0.7568696368209101
Post,75,alpha,FC2,P4,0.9284503961309551
Post,75,alpha,F3,F4,0.38880925742043543
Post,75,alpha,FC5,FC1,0.5849892279682741
Post,75,alpha,FC5,FC6,0.4271586040674884
Post,75,alpha,FC1,FC2,0.4629705606359036
Post,75,alpha,CP5,CP6,0.1029227101710713
Post,75,alpha,P3,P4,0.27690037983750737
Post,75,alpha,O1,O2,0.8032241257932285
Post,76,alpha,F3,FC5,0.19807904183604036
Post,76,alpha,F3,FC1,0.5147448174626602
Post,76,alpha,FC5,FC1,0.53374174635067
Post,76,alpha,FC5,CP5,0.35251412550801475
Post,76,alpha,FC1,CP5,0.10881305853813347
Post,76,alpha,CP5,P3,0.6162267491333326
Post,76,alpha,P3,O1,0.9315737668143572
Post,76,alpha,CP5,O1,0.5078437461044305
Post,76,alpha,FC1,P3,0.7647728311570733
Post,76,alpha,F4,FC6,0.4951198372497231
Post,76,alpha,F4,FC2,0.4231778295458229
Post,76,alpha,FC6,FC2,0.5956763715252027
Post,76,alpha,FC6,CP6,0.5010015410100526
Post,76,alpha,FC2,CP6,0.28378466379332723
Post,76,alpha,CP6,P4,0.6987278332942478
Post,76,alpha,P4,O2,0.6023600124481318
Post,76,alpha,CP6,O2,0.5902526347138792
Post,76,alpha,FC2,P4,0.7073594666574645
Post,76,alpha,F3,F4,0.0022090980125930625
Post,76,alpha,FC5,FC1,0.53374174635067
Post,76,alpha,FC5,FC6,0.30536513088600564
Post,76,alpha,FC1,FC2,0.08841610410777877
Post,76,alpha,CP5,CP6,0.6576746885379962
Post,76,alpha,P3,P4,0.33308875552565076
Post,76,alpha,O1,O2,0.3732049551517028
Post,77,alpha,F3,FC5,0.5142247078130296
Post,77,alpha,F3,FC1,0.2617872578924191
Post,77,alpha,FC5,FC1,0.5398032436542264
Post,77,alpha,FC5,CP5,0.8078509574764179
Post,77,alpha,FC1,CP5,0.7958713274497167
Post,77,alpha,CP5,P3,0.5603513179768306
Post,77,alpha,P3,O1,0.8904591986515059
Post,77,alpha,CP5,O1,0.7433180580009562
Post,77,alpha,FC1,P3,0.8823428671953858
Post,77,alpha,F4,FC6,0.4865751576010748
Post,77,alpha,F4,FC2,0.18736514289059658
Post,77,alpha,FC6,FC2,0.5224195741861812
Post,77,alpha,FC6,CP6,0.5139363495112989
Post,77,alpha,FC2,CP6,0.605731296199204
Post,77,alpha,CP6,P4,0.5591954039447236
Post,77,alpha,P4,O2,0.38561917328239803
Post,77,alpha,CP6,O2,0.49464322012875234
Post,77,alpha,FC2,P4,0.029914788147848845
Post,77,alpha,F3,F4,0.37928527402857437
Post,77,alpha,FC5,FC1,0.5398032436542264
Post,77,alpha,FC5,FC6,0.46223919776551015
Post,77,alpha,FC1,FC2,0.14896173522814732
Post,77,alpha,CP5,CP6,0.1362431520956195
Post,77,alpha,P3,P4,0.8214135940686014
Post,77,alpha,O1,O2,0.49050669543897585
Post,78,alpha,F3,FC5,0.3874624884407506
Post,78,alpha,F3,FC1,0.03087054317096385
Post,78,alpha,FC5,FC1,0.260179110541706
Post,78,alpha,FC5,CP5,0.27026357322535105
Post,78,alpha,FC1,CP5,0.3849304537814183
Post,78,alpha,CP5,P3,0.43460646961322164
Post,78,alpha,P3,O1,0.6628265324077957
Post,78,alpha,CP5,O1,0.2946874471776067
Post,78,alpha,FC1,P3,0.4115381848510483
Post,78,alpha,F4,FC6,0.41923886151426454
Post,78,alpha,F4,FC2,0.055274643951836344
Post,78,alpha,FC6,FC2,0.2911746667881911
Post,78,alpha,FC6,CP6,0.4349736253955712
Post,78,alpha,FC2,CP6,0.5012249081847215
Post,78,alpha,CP6,P4,0.4509906545165316
Post,78,alpha,P4,O2,0.748119430680868
Post,78,alpha,CP6,O2,0.5405283081049999
Post,78,alpha,FC2,P4,0.2568509246957119
Post,78,alpha,F3,F4,0.09940228716689502
Post,78,alpha,FC5,FC1,0.260179110541706
Post,78,alpha,FC5,FC6,0.0690566419609076
Post,78,alpha,FC1,FC2,0.04421486526784606
Post,78,alpha,CP5,CP6,0.057520088972272454
Post,78,alpha,P3,P4,0.17977335833060906
Post,78,alpha,O1,O2,0.07437509598801745
Post,79,alpha,F3,FC5,0.4609630441576736
Post,79,alpha,F3,FC1,0.3753240515405784
Post,79,alpha,FC5,FC1,0.12780726763302222
Post,79,alpha,FC5,CP5,0.36630061693982346
Post,79,alpha,FC1,CP5,0.34928696140047955
Post,79,alpha,CP5,P3,0.11996597275854438
Post,79,alpha,P3,O1,0.5603367496604907
Post,79,alpha,CP5,O1,0.3269070944469538
Post,79,alpha,FC1,P3,0.4441654939128246
Post,79,alpha,F4,FC6,0.4482150031975787
Post,79,alpha,F4,FC2,0.3125169960712797
Post,79,alpha,FC6,FC2,0.16804257249032828
Post,79,alpha,FC6,CP6,0.03814431039561511
Post,79,alpha,FC2,CP6,0.26322489586211756
Post,79,alpha,CP6,P4,0.28158055946169797
Post,79,alpha,P4,O2,0.019334943867308153
Post,79,alpha,CP6,O2,0.10646210515250691
Post,79,alpha,FC2,P4,0.023629407543998223
Post,79,alpha,F3,F4,0.34916705295221373
Post,79,alpha,FC5,FC1,0.12780726763302222
Post,79,alpha,FC5,FC6,0.1192058341477385
Post,79,alpha,FC1,FC2,0.3969154845200749
Post,79,alpha,CP5,CP6,0.6555863601805663
Post,79,alpha,P3,P4,0.0560706250351105
Post,79,alpha,O1,O2,0.32285972315113265
Post,0,beta,F3,FC5,0.3110849228346729
Post,0,beta,F3,FC1,0.3558851660693728
Post,0,beta,FC5,FC1,0.4037799912809639
Post,0,beta,FC5,CP5,0.050954754600123685
Post,0,beta,FC1,CP5,0.25841302538288896
Post,0,beta,CP5,P3,0.30682818504721393
Post,0,beta,P3,O1,0.05484351517885435
Post,0,beta,CP5,O1,0.1617997684864103
Post,0,beta,FC1,P3,0.06377917744985298
Post,0,beta,F4,FC6,0.045989506367113846
Post,0,beta,F4,FC2,0.17026842874978168
Post,0,beta,FC6,FC2,0.09083172124063568
Post,0,beta,FC6,CP6,0.0921222279031127
Post,0,beta,FC2,CP6,0.4584674400540869
Post,0,beta,CP6,P4,0.3675548341357517
Post,0,beta,P4,O2,0.7440237561804584
Post,0,beta,CP6,O2,0.4779320737668466
Post,0,beta,FC2,P4,0.6167554997541347
Post,0,beta,F3,F4,0.211236405230881
Post,0,beta,FC5,FC1,0.4037799912809639
Post,0,beta,FC5,FC6,0.23487220572627668
Post,0,beta,FC1,FC2,0.369825124418607
Post,0,beta,CP5,CP6,0.0016760061768518752
Post,0,beta,P3,P4,0.05335979057699965
Post,0,beta,O1,O2,0.7650559653926091
Post,1,beta,F3,FC5,0.12089038838764199
Post,1,beta,F3,FC1,0.014170927668828845
Post,1,beta,FC5,FC1,0.04141168251172832
Post,1,beta,FC5,CP5,0.2858907195322681
Post,1,beta,FC1,CP5,0.015748615757425997
Post,1,beta,CP5,P3,0.06478463172882873
Post,1,beta,P3,O1,0.1075873398557445
Post,1,beta,CP5,O1,0.14472630881276305
Post,1,beta,FC1,P3,0.06329108128432316
Post,1,beta,F4,FC6,0.15102026241198535
Post,1,beta,F4,FC2,0.14105443941629056
Post,1,beta,FC6,FC2,0.12129952325088551
Post,1,beta,FC6,CP6,0.06309907729320477
Post,1,beta,FC2,CP6,0.3984530000403937
Post,1,beta,CP6,P4,0.18678935755859358
Post,1,beta,P4,O2,0.15255104691975396
Post,1,beta,CP6,O2,0.30587586308352477
Post,1,beta,FC2,P4,0.2186265446561509
Post,1,beta,F3,F4,0.2897421006393275
Post,1,beta,FC5,FC1,0.04141168251172832
Post,1,beta,FC5,FC6,0.05190401913680154
Post,1,beta,FC1,FC2,0.240886309637176
Post,1,beta,CP5,CP6,0.17096577434219606
Post,1,beta,P3,P4,0.0515902874924538
Post,1,beta,O1,O2,0.09302248091535573
Post,2,beta,F3,FC5,0.0990124712294853
Post,2,beta,F3,FC1,0.10124364936205237
Post,2,beta,FC5,FC1,0.27160153129946385
Post,2,beta,FC5,CP5,0.31956297389747734
Post,2,beta,FC1,CP5,0.052880020252872875
Post,2,beta,CP5,P3,0.346763400371449
Post,2,beta,P3,O1,0.193268404767675
Post,2,beta,CP5,O1,0.18335466491823454
Post,2,beta,FC1,P3,0.12816501191881402
Post,2,beta,F4,FC6,0.18472805795997568
Post,2,beta,F4,FC2,0.16644710199007332
Post,2,beta,FC6,FC2,0.07789498943301335
Post,2,beta,FC6,CP6,0.21797972401076512
Post,2,beta,FC2,CP6,0.08525833668974842
Post,2,beta,CP6,P4,0.21414466074090896
Post,2,beta,P4,O2,0.18694923588971382
Post,2,beta,CP6,O2,0.33251411461235436
Post,2,beta,FC2,P4,0.14344026097996615
Post,2,beta,F3,F4,0.13587793351596866
Post,2,beta,FC5,FC1,0.27160153129946385
Post,2,beta,FC5,FC6,0.2677343328951462
Post,2,beta,FC1,FC2,0.1601864155133141
Post,2,beta,CP5,CP6,0.05885044308583379
Post,2,beta,P3,P4,0.38271112947907854
Post,2,beta,O1,O2,0.009700692495898406
Post,3,beta,F3,FC5,0.07944119757161104
Post,3,beta,F3,FC1,0.2685473976686197
Post,3,beta,FC5,FC1,0.23246045907577384
Post,3,beta,FC5,CP5,0.40130916094582414
Post,3,beta,FC1,CP5,0.12935543979275727
Post,3,beta,CP5,P3,0.16524131622063803
Post,3,beta,P3,O1,0.07479786725069403
Post,3,beta,CP5,O1,0.03755305927809196
Post,3,beta,FC1,P3,0.3315255793113323
Post,3,beta,F4,FC6,0.0055577737163262225
Post,3,beta,F4,FC2,0.35974231572322946
Post,3,beta,FC6,FC2,0.1355828255132565
Post,3,beta,FC6,CP6,0.05592012738122242
Post,3,beta,FC2,CP6,0.22009600758945172
Post,3,beta,CP6,P4,0.3179785950127732
Post,3,beta,P4,O2,0.28672629814061257
Post,3,beta,CP6,O2,0.37526025432644766
Post,3,beta,FC2,P4,0.23400835857008814
Post,3,beta,F3,F4,0.16543570834959384
Post,3,beta,FC5,FC1,0.23246045907577384
Post,3,beta,FC5,FC6,0.20972262182103418
Post,3,beta,FC1,FC2,0.20667434002929272
Post,3,beta,CP5,CP6,0.06423463074467825
Post,3,beta,P3,P4,0.31043552702182736
Post,3,beta,O1,O2,0.26788614252152276
Post,4,beta,F3,FC5,0.3378766731492171
Post,4,beta,F3,FC1,0.015117562383726654
Post,4,beta,FC5,FC1,0.010091409400817344
Post,4,beta,FC5,CP5,0.3316380930073871
Post,4,beta,FC1,CP5,0.13322559236564688
Post,4,beta,CP5,P3,0.15110759267296467
Post,4,beta,P3,O1,0.22925273804996898
Post,4,beta,CP5,O1,0.33265177050058636
Post,4,beta,FC1,P3,0.024495699008689236
Post,4,beta,F4,FC6,0.3072303176423233
Post,4,beta,F4,FC2,0.1873841100737771
Post,4,beta,FC6,FC2,0.35216999240011776
Post,4,beta,FC6,CP6,0.05522393055142682
Post,4,beta,FC2,CP6,0.09168424817058857
Post,4,beta,CP6,P4,0.14390506142412846
Post,4,beta,P4,O2,0.029532358207935216
Post,4,beta,CP6,O2,0.15770728945407328
Post,4,beta,FC2,P4,0.27246610152292716
Post,4,beta,F3,F4,0.16634082850791793
Post,4,beta,FC5,FC1,0.010091409400817344
Post,4,beta,FC5,FC6,0.24484726202728985
Post,4,beta,FC1,FC2,0.008867954734310549
Post,4,beta,CP5,CP6,0.2294125394069553
Post,4,beta,P3,P4,0.10449676050144445
Post,4,beta,O1,O2,0.18811374518715285
Post,5,beta,F3,FC5,0.12388816789865123
Post,5,beta,F3,FC1,0.11915857080213552
Post,5,beta,FC5,FC1,0.05471125754870333
Post,5,beta,FC5,CP5,0.4771830172666613
Post,5,beta,FC1,CP5,0.13059083016098438
Post,5,beta,CP5,P3,0.22079887268352108
Post,5,beta,P3,O1,0.30415705276049276
Post,5,beta,CP5,O1,0.20670983016993266
Post,5,beta,FC1,P3,0.36229310914731955
Post,5,beta,F4,FC6,0.28582517661916446
Post,5,beta,F4,FC2,0.6395469110510653
Post,5,beta,FC6,FC2,0.596767624715987
Post,5,beta,FC6,CP6,0.005896435310683918
Post,5,beta,FC2,CP6,0.07548828925823865
Post,5,beta,CP6,P4,0.01674388418547902
Post,5,beta,P4,O2,0.2290303675439344
Post,5,beta,CP6,O2,0.07220080107173667
Post,5,beta,FC2,P4,0.4062596938966269
Post,5,beta,F3,F4,0.46054199036759486
Post,5,beta,FC5,FC1,0.05471125754870333
Post,5,beta,FC5,FC6,0.38897308349612636
Post,5,beta,FC1,FC2,0.5755827774935989
Post,5,beta,CP5,CP6,0.27737287224566515
Post,5,beta,P3,P4,0.25277837973403455
Post,5,beta,O1,O2,0.24051837301814052
Post,6,beta,F3,FC5,0.24763191080098634
Post,6,beta,F3,FC1,0.09574265632236302
Post,6,beta,FC5,FC1,0.11287108025073408
Post,6,beta,FC5,CP5,0.5943720568193699
Post,6,beta,FC1,CP5,0.45826176909768496
Post,6,beta,CP5,P3,0.3845877437074492
Post,6,beta,P3,O1,0.12195780592967691
Post,6,beta,CP5,O1,0.34445301824515867
Post,6,beta,FC1,P3,0.43892729006766407
Post,6,beta,F4,FC6,0.37215108610224534
Post,6,beta,F4,FC2,0.4959050884861298
Post,6,beta,FC6,FC2,0.5882684120859759
Post,6,beta,FC6,CP6,0.02648235067178411
Post,6,beta,FC2,CP6,0.2428021933874393
Post,6,beta,CP6,P4,0.13335021994740115
Post,6,beta,P4,O2,0.13085440646567242
Post,6,beta,CP6,O2,0.03417729312511575
Post,6,beta,FC2,P4,0.3407660667609538
Post,6,beta,F3,F4,0.379906433271634
Post,6,beta,FC5,FC1,0.11287108025073408
Post,6,beta,FC5,FC6,0.25296680612648687
Post,6,beta,FC1,FC2,0.4862964195637437
Post,6,beta,CP5,CP6,0.168950371507127
Post,6,beta,P3,P4,0.5497026743007674
Post,6,beta,O1,O2,0.1448006762099956
Post,7,beta,F3,FC5,0.20620383339291318
Post,7,beta,F3,FC1,0.08494208091586014
Post,7,beta,FC5,FC1,0.07804925796929198
Post,7,beta,FC5,CP5,0.5045369224737615
Post,7,beta,FC1,CP5,0.44205882726581447
Post,7,beta,CP5,P3,0.4230664779013677
Post,7,beta,P3,O1,0.10180391661617536
Post,7,beta,CP5,O1,0.4320436030513824
Post,7,beta,FC1,P3,0.22620217605233178
Post,7,beta,F4,FC6,0.24248917953224983
Post,7,beta,F4,FC2,0.11678388887712948
Post,7,beta,FC6,FC2,0.33888401771560983
Post,7,beta,FC6,CP6,0.07183292988547152
Post,7,beta,FC2,CP6,0.019687329446041523
Post,7,beta,CP6,P4,0.10894540943266814
Post,7,beta,P4,O2,0.002125021118840929
Post,7,beta,CP6,O2,0.10776905562769735
Post,7,beta,FC2,P4,0.04335692255666698
Post,7,beta,F3,F4,0.34746678298928635
Post,7,beta,FC5,FC1,0.07804925796929198
Post,7,beta,FC5,FC6,0.3225372575950625
Post,7,beta,FC1,FC2,0.08827949316537607
Post,7,beta,CP5,CP6,0.10259149618728441
Post,7,beta,P3,P4,0.17854721546774716
Post,7,beta,O1,O2,0.12715927043466063
Post,8,beta,F3,FC5,0.15260826541949446
Post,8,beta,F3,FC1,0.09834573308997367
Post,8,beta,FC5,FC1,0.18047818097107993
Post,8,beta,FC5,CP5,0.12125482902769304
Post,8,beta,FC1,CP5,0.01382281300674236
Post,8,beta,CP5,P3,0.045900555616062
Post,8,beta,P3,O1,0.22329667893532854
Post,8,beta,CP5,O1,0.026636958458893138
Post,8,beta,FC1,P3,0.22856500155724285
Post,8,beta,F4,FC6,0.025776802626074107
Post,8,beta,F4,FC2,0.1152615387210786
Post,8,beta,FC6,FC2,0.0545103313334272
Post,8,beta,FC6,CP6,0.08712406157981796
Post,8,beta,FC2,CP6,0.10915883152200727
Post,8,beta,CP6,P4,0.05774540650627559
Post,8,beta,P4,O2,0.34805490426633207
Post,8,beta,CP6,O2,0.024730603156911155
Post,8,beta,FC2,P4,0.09994252147737775
Post,8,beta,F3,F4,0.059323909063017675
Post,8,beta,FC5,FC1,0.18047818097107993
Post,8,beta,FC5,FC6,0.3017582017578838
Post,8,beta,FC1,FC2,0.19609296975009077
Post,8,beta,CP5,CP6,0.021369408512750605
Post,8,beta,P3,P4,0.037880552055889506
Post,8,beta,O1,O2,0.0010340263506444303
Post,9,beta,F3,FC5,0.15936040256561293
Post,9,beta,F3,FC1,0.05616856509597825
Post,9,beta,FC5,FC1,0.07087308059973003
Post,9,beta,FC5,CP5,0.016646991447445057
Post,9,beta,FC1,CP5,0.048902093538755395
Post,9,beta,CP5,P3,0.15970510399373208
Post,9,beta,P3,O1,0.23684104296474284
Post,9,beta,CP5,O1,0.18870357542167504
Post,9,beta,FC1,P3,0.021032540557717815
Post,9,beta,F4,FC6,0.12716145942284832
Post,9,beta,F4,FC2,0.1256327990952912
Post,9,beta,FC6,FC2,0.0393609838500275
Post,9,beta,FC6,CP6,0.05814473983265268
Post,9,beta,FC2,CP6,0.3848566455808598
Post,9,beta,CP6,P4,0.08550828694446409
Post,9,beta,P4,O2,0.1983893482279059
Post,9,beta,CP6,O2,0.2862308739496472
Post,9,beta,FC2,P4,0.06730058540430119
Post,9,beta,F3,F4,0.03102823224851626
Post,9,beta,FC5,FC1,0.07087308059973003
Post,9,beta,FC5,FC6,0.008104077484928411
Post,9,beta,FC1,FC2,0.012021471468788335
Post,9,beta,CP5,CP6,0.1284192732531785
Post,9,beta,P3,P4,0.10844025120398998
Post,9,beta,O1,O2,0.09434477015749007
Post,10,beta,F3,FC5,0.5478839703116193
Post,10,beta,F3,FC1,0.29698517536147223
Post,10,beta,FC5,FC1,0.2600166882673498
Post,10,beta,FC5,CP5,0.6994875079078461
Post,10,beta,FC1,CP5,0.6267913408962136
Post,10,beta,CP5,P3,0.7357670901605166
Post,10,beta,P3,O1,0.3544676847404862
Post,10,beta,CP5,O1,0.5277580423508519
Post,10,beta,FC1,P3,0.5548749719602344
Post,10,beta,F4,FC6,0.3076564644324957
Post,10,beta,F4,FC2,0.09749261733902768
Post,10,beta,FC6,FC2,0.2719412533619612
Post,10,beta,FC6,CP6,0.2512991064867738
Post,10,beta,FC2,CP6,0.09993804990826732
Post,10,beta,CP6,P4,0.3655853588195113
Post,10,beta,P4,O2,0.09092941271822916
Post,10,beta,CP6,O2,0.06596796939353397
Post,10,beta,FC2,P4,0.44502566989040315
Post,10,beta,F3,F4,0.48897983876493484
Post,10,beta,FC5,FC1,0.2600166882673498
Post,10,beta,FC5,FC6,0.7666567966875845
Post,10,beta,FC1,FC2,0.37015917250686836
Post,10,beta,CP5,CP6,0.028638276733774476
Post,10,beta,P3,P4,0.4849805752187104
Post,10,beta,O1,O2,0.012803253741537988
Post,11,beta,F3,FC5,0.20023260149632596
Post,11,beta,F3,FC1,0.09257070388431057
Post,11,beta,FC5,FC1,0.11380763014152412
Post,11,beta,FC5,CP5,0.38195549514249993
Post,11,beta,FC1,CP5,0.505438585440936
Post,11,beta,CP5,P3,0.2865865069128808
Post,11,beta,P3,O1,0.47720502802478865
Post,11,beta,CP5,O1,0.42254782125706997
Post,11,beta,FC1,P3,0.6474083385146954
Post,11,beta,F4,FC6,0.10565338872648673
Post,11,beta,F4,FC2,0.24113522176507768
Post,11,beta,FC6,FC2,0.308546257869505
Post,11,beta,FC6,CP6,0.24432888410379125
Post,11,beta,FC2,CP6,0.039741276041393395
Post,11,beta,CP6,P4,0.41319675817406976
Post,11,beta,P4,O2,0.42230896958929975
Post,11,beta,CP6,O2,0.07880929091389835
Post,11,beta,FC2,P4,0.15841914834718288
Post,11,beta,F3,F4,0.09020858496030977
Post,11,beta,FC5,FC1,0.11380763014152412
Post,11,beta,FC5,FC6,0.2640900455181014
Post,11,beta,FC1,FC2,0.06831960101682957
Post,11,beta,CP5,CP6,0.06823186288168571
Post,11,beta,P3,P4,0.3907676185577863
Post,11,beta,O1,O2,0.01077617782960552
Post,12,beta,F3,FC5,0.12417384043429334
Post,12,beta,F3,FC1,0.0460166840717195
Post,12,beta,FC5,FC1,0.05924951001501911
Post,12,beta,FC5,CP5,0.6485440727852795
Post,12,beta,FC1,CP5,0.38621404349735744
Post,12,beta,CP5,P3,0.43551223258704724
Post,12,beta,P3,O1,0.32167355947272785
Post,12,beta,CP5,O1,0.3243886089780467
Post,12,beta,FC1,P3,0.4643119976417359
Post,12,beta,F4,FC6,0.28653319312418624
Post,12,beta,F4,FC2,0.06929199483203521
Post,12,beta,FC6,FC2,0.21786336963226008
Post,12,beta,FC6,CP6,0.18903859840631707
Post,12,beta,FC2,CP6,0.1462749930452751
Post,12,beta,CP6,P4,0.012972980646720386
Post,12,beta,P4,O2,0.08755517726822191
Post,12,beta,CP6,O2,0.07040441913927303
Post,12,beta,FC2,P4,0.2202997220866114
Post,12,beta,F3,F4,0.34204201016108216
Post,12,beta,FC5,FC1,0.05924951001501911
Post,12,beta,FC5,FC6,0.38702127776669076
Post,12,beta,FC1,FC2,0.011420273483443294
Post,12,beta,CP5,CP6,0.253724243521094
Post,12,beta,P3,P4,0.24440771914801715
Post,12,beta,O1,O2,0.23385607030868252
Post,13,beta,F3,FC5,0.40650099845159143
Post,13,beta,F3,FC1,0.10528524952643005
Post,13,beta,FC5,FC1,0.39847939610792027
Post,13,beta,FC5,CP5,0.923947152749282
Post,13,beta,FC1,CP5,0.8070375995563931
Post,13,beta,CP5,P3,0.5635955927164296
Post,13,beta,P3,O1,0.7828617800946002
Post,13,beta,CP5,O1,0.8562994369681395
Post,13,beta,FC1,P3,0.7822269498907525
Post,13,beta,F4,FC6,0.8374550809710308
Post,13,beta,F4,FC2,0.7385553371690918
Post,13,beta,FC6,FC2,0.8744086194004628
Post,13,beta,FC6,CP6,0.4065404744694322
Post,13,beta,FC2,CP6,0.33249425311617087
Post,13,beta,CP6,P4,0.2090795726030494
Post,13,beta,P4,O2,0.041365466809071376
Post,13,beta,CP6,O2,0.3686783733286118
Post,13,beta,FC2,P4,0.021272432543435225
Post,13,beta,F3,F4,0.8346137623488089
Post,13,beta,FC5,FC1,0.39847939610792027
Post,13,beta,FC5,FC6,0.829784151065892
Post,13,beta,FC1,FC2,0.7509578723872282
Post,13,beta,CP5,CP6,0.48792256790813254
Post,13,beta,P3,P4,0.17978430903347067
Post,13,beta,O1,O2,0.06159914328819624
Post,14,beta,F3,FC5,0.245379808237027
Post,14,beta,F3,FC1,0.5599185891950373
Post,14,beta,FC5,FC1,0.48752081635254735
Post,14,beta,FC5,CP5,0.6694546847981099
Post,14,beta,FC1,CP5,0.5654405789012713
Post,14,beta,CP5,P3,0.1687317077504023
Post,14,beta,P3,O1,0.17693526649262703
Post,14,beta,CP5,O1,0.4033875632688802
Post,14,beta,FC1,P3,0.17076883738086804
Post,14,beta,F4,FC6,0.4964520378493124
Post,14,beta,F4,FC2,0.1347904057447266
Post,14,beta,FC6,FC2,0.43435835680994583
Post,14,beta,FC6,CP6,0.06546288380216024
Post,14,beta,FC2,CP6,0.22514646246816608
Post,14,beta,CP6,P4,0.026142075338147306
Post,14,beta,P4,O2,0.1425024190000581
Post,14,beta,CP6,O2,0.09855420398920413
Post,14,beta,FC2,P4,0.19146669541728367
Post,14,beta,F3,F4,0.25330428828159823
Post,14,beta,FC5,FC1,0.48752081635254735
Post,14,beta,FC5,FC6,0.07936813361547859
Post,14,beta,FC1,FC2,0.17514738399566088
Post,14,beta,CP5,CP6,0.4717555563061568
Post,14,beta,P3,P4,0.11840115621333937
Post,14,beta,O1,O2,0.03187483240141008
Post,15,beta,F3,FC5,0.04770164226238254
Post,15,beta,F3,FC1,0.12234111573367804
Post,15,beta,FC5,FC1,0.06299187104714662
Post,15,beta,FC5,CP5,0.37968130503843467
Post,15,beta,FC1,CP5,0.28564474562010617
Post,15,beta,CP5,P3,0.40164164415414294
Post,15,beta,P3,O1,0.3092402703381228
Post,15,beta,CP5,O1,0.3694666380160062
Post,15,beta,FC1,P3,0.2775159854031847
Post,15,beta,F4,FC6,0.10095848024768894
Post,15,beta,F4,FC2,0.4044995912449431
Post,15,beta,FC6,FC2,0.059749556574158626
Post,15,beta,FC6,CP6,0.2172583537572578
Post,15,beta,FC2,CP6,0.3774142729462063
Post,15,beta,CP6,P4,0.06496465064973361
Post,15,beta,P4,O2,0.27188597103436174
Post,15,beta,CP6,O2,0.5550502419492536
Post,15,beta,FC2,P4,0.061152397899149814
Post,15,beta,F3,F4,0.025033251045966584
Post,15,beta,FC5,FC1,0.06299187104714662
Post,15,beta,FC5,FC6,0.06678728001826693
Post,15,beta,FC1,FC2,0.23539859536256974
Post,15,beta,CP5,CP6,0.11418081307312036
Post,15,beta,P3,P4,0.27067352988965937
Post,15,beta,O1,O2,0.10251399583999364
Post,16,beta,F3,FC5,0.16659043731301676
Post,16,beta,F3,FC1,0.2766468873002013
Post,16,beta,FC5,FC1,0.25844790725356775
Post,16,beta,FC5,CP5,0.20812995330513342
Post,16,beta,FC1,CP5,0.039644740422836965
Post,16,beta,CP5,P3,0.39922250366745254
Post,16,beta,P3,O1,0.08159085934644612
Post,16,beta,CP5,O1,0.1280833264248798
Post,16,beta,FC1,P3,0.04575315237899768
Post,16,beta,F4,FC6,0.09284621068642418
Post,16,beta,F4,FC2,0.10784436092215327
Post,16,beta,FC6,FC2,0.01508463789018319
Post,16,beta,FC6,CP6,0.3622224667725536
Post,16,beta,FC2,CP6,0.263895326421605
Post,16,beta,CP6,P4,0.04467149306816616
Post,16,beta,P4,O2,0.15462074564336883
Post,16,beta,CP6,O2,0.10661676310367688
Post,16,beta,FC2,P4,0.13505893560942134
Post,16,beta,F3,F4,0.04545425271592986
Post,16,beta,FC5,FC1,0.25844790725356775
Post,16,beta,FC5,FC6,0.058629450196070784
Post,16,beta,FC1,FC2,0.013172153890917122
Post,16,beta,CP5,CP6,0.22930150725708698
Post,16,beta,P3,P4,0.21336471685072633
Post,16,beta,O1,O2,0.04867746380675938
Post,17,beta,F3,FC5,0.1607400230598509
Post,17,beta,F3,FC1,0.21463665547310493
Post,17,beta,FC5,FC1,0.03170303101847292
Post,17,beta,FC5,CP5,0.3454042014661428
Post,17,beta,FC1,CP5,0.3680754863367318
Post,17,beta,CP5,P3,0.023376090542323612
Post,17,beta,P3,O1,0.07975973692662913
