condition,epoch_index,band,channel_a,channel_b,value
Pre,0,theta,F3,FC5,0.549310005242056
Pre,0,theta,F3,FC1,0.017980032226088665
Pre,0,theta,FC5,FC1,0.15064294104503698
Pre,0,theta,FC5,CP5,0.5896392240567454
Pre,0,theta,FC1,CP5,0.1822112124975716
Pre,0,theta,CP5,P3,0.39227213758248286
Pre,0,theta,P3,O1,0.6691375799332369
Pre,0,theta,CP5,O1,0.48701783556062983
Pre,0,theta,FC1,P3,0.42907998231999916
Pre,0,theta,F4,FC6,0.7843681334905782
Pre,0,theta,F4,FC2,0.27482996489117445
Pre,0,theta,FC6,FC2,0.6600267925558109
Pre,0,theta,FC6,CP6,0.7251294156774857
Pre,0,theta,FC2,CP6,0.6833647197664783
Pre,0,theta,CP6,P4,0.7896933990629561
Pre,0,theta,P4,O2,0.47778673062237403
Pre,0,theta,CP6,O2,0.3330867886001981
Pre,0,theta,FC2,P4,0.3561702312159433
Pre,0,theta,F3,F4,0.7902446051996949
Pre,0,theta,FC5,FC1,0.15064294104503698
Pre,0,theta,FC5,FC6,0.6453700834666793
Pre,0,theta,FC1,FC2,0.531465213497211
Pre,0,theta,CP5,CP6,0.32066816142119847
Pre,0,theta,P3,P4,0.22440505522261592
Pre,0,theta,O1,O2,0.46186895770663905
Pre,1,theta,F3,FC5,0.5088609471388583
Pre,1,theta,F3,FC1,0.14194441887713732
Pre,1,theta,FC5,FC1,0.27258119453443336
Pre,1,theta,FC5,CP5,0.4019657628642608
Pre,1,theta,FC1,CP5,0.45755567077235587
Pre,1,theta,CP5,P3,0.38541286911543005
Pre,1,theta,P3,O1,0.13526191281984795
Pre,1,theta,CP5,O1,0.5270035620045993
Pre,1,theta,FC1,P3,0.27728511941785844
Pre,1,theta,F4,FC6,0.28208260737807905
Pre,1,theta,F4,FC2,0.3427007784886479
Pre,1,theta,FC6,FC2,0.05237502110029452
Pre,1,theta,FC6,CP6,0.01740445200150724
Pre,1,theta,FC2,CP6,0.13435072368836753
Pre,1,theta,CP6,P4,0.2735432933566187
Pre,1,theta,P4,O2,0.22400068298544396
Pre,1,theta,CP6,O2,0.10707385728465847
Pre,1,theta,FC2,P4,0.21247169045878742
Pre,1,theta,F3,F4,0.1640508494421999
Pre,1,theta,FC5,FC1,0.27258119453443336
Pre,1,theta,FC5,FC6,0.11941474742209149
Pre,1,theta,FC1,FC2,0.4140805339756019
Pre,1,theta,CP5,CP6,0.24190976910353768
Pre,1,theta,P3,P4,0.0934288362223387
Pre,1,theta,O1,O2,0.35532780283292065
Pre,2,theta,F3,FC5,0.2770039222589188
Pre,2,theta,F3,FC1,0.20679648614164395
Pre,2,theta,FC5,FC1,0.12454807733600766
Pre,2,theta,FC5,CP5,0.05712067115425924
Pre,2,theta,FC1,CP5,0.5068344449700409
Pre,2,theta,CP5,P3,0.04870905204944436
Pre,2,theta,P3,O1,0.34909184160305873
Pre,2,theta,CP5,O1,0.04697914014760728
Pre,2,theta,FC1,P3,0.4380083501295842
Pre,2,theta,F4,FC6,0.16866095151689328
Pre,2,theta,F4,FC2,0.39850390127270463
Pre,2,theta,FC6,FC2,0.17465245115313432
Pre,2,theta,FC6,CP6,0.19792578820836085
Pre,2,theta,FC2,CP6,0.473813522420063
Pre,2,theta,CP6,P4,0.16530851210079708
Pre,2,theta,P4,O2,0.1523609144212883
Pre,2,theta,CP6,O2,0.6065784918929724
Pre,2,theta,FC2,P4,0.023687670547941006
Pre,2,theta,F3,F4,0.3855049784132698
Pre,2,theta,FC5,FC1,0.12454807733600766
Pre,2,theta,FC5,FC6,0.32234059026168965
Pre,2,theta,FC1,FC2,0.11175996527146959
Pre,2,theta,CP5,CP6,0.2864377133736146
Pre,2,theta,P3,P4,0.04205678671971844
Pre,2,theta,O1,O2,0.3138407359582962
Pre,3,theta,F3,FC5,0.4844131468410868
Pre,3,theta,F3,FC1,0.16361356676248334
Pre,3,theta,FC5,FC1,0.032184150561877733
Pre,3,theta,FC5,CP5,0.5144376315649005
Pre,3,theta,FC1,CP5,0.1407004490201506
Pre,3,theta,CP5,P3,0.6605904701080336
Pre,3,theta,P3,O1,0.23023807045143566
Pre,3,theta,CP5,O1,0.4237026986782754
Pre,3,theta,FC1,P3,0.46490595965746934
Pre,3,theta,F4,FC6,0.19298892163005638
Pre,3,theta,F4,FC2,0.2658364938430769
Pre,3,theta,FC6,FC2,0.025305089706106086
Pre,3,theta,FC6,CP6,0.3179136146891129
Pre,3,theta,FC2,CP6,0.11915360870292162
Pre,3,theta,CP6,P4,0.16372379735399337
Pre,3,theta,P4,O2,0.11691529323592535
Pre,3,theta,CP6,O2,0.06358534424147438
Pre,3,theta,FC2,P4,0.33148290276713743
Pre,3,theta,F3,F4,0.21012202563877128
Pre,3,theta,FC5,FC1,0.032184150561877733
Pre,3,theta,FC5,FC6,0.42016759600926595
Pre,3,theta,FC1,FC2,0.11349709044595789
Pre,3,theta,CP5,CP6,0.2651209558466633
Pre,3,theta,P3,P4,0.04650729341640892
Pre,3,theta,O1,O2,0.319437340141821
Pre,4,theta,F3,FC5,0.26264379362302903
Pre,4,theta,F3,FC1,0.12096350367263539
Pre,4,theta,FC5,FC1,0.18756130392130138
Pre,4,theta,FC5,CP5,0.06302441258109932
Pre,4,theta,FC1,CP5,0.24557490594923856
Pre,4,theta,CP5,P3,0.014758517990055845
Pre,4,theta,P3,O1,0.3133635792978972
Pre,4,theta,CP5,O1,0.39986006883967457
Pre,4,theta,FC1,P3,0.1582214403492081
Pre,4,theta,F4,FC6,0.07487371900764411
Pre,4,theta,F4,FC2,0.11011281057929308
Pre,4,theta,FC6,FC2,0.13650206438286444
Pre,4,theta,FC6,CP6,0.4111302530083166
Pre,4,theta,FC2,CP6,0.22000591819889997
Pre,4,theta,CP6,P4,0.5667573148480302
Pre,4,theta,P4,O2,0.1633845036299604
Pre,4,theta,CP6,O2,0.6629232328437441
Pre,4,theta,FC2,P4,0.28841638890421784
Pre,4,theta,F3,F4,0.18152238722138195
Pre,4,theta,FC5,FC1,0.18756130392130138
Pre,4,theta,FC5,FC6,0.758069650499201
Pre,4,theta,FC1,FC2,0.052209579668352143
Pre,4,theta,CP5,CP6,0.2319379860010792
Pre,4,theta,P3,P4,0.2673899804507717
Pre,4,theta,O1,O2,0.6493802925760102
Pre,5,theta,F3,FC5,0.08909831712760895
Pre,5,theta,F3,FC1,0.5658418653098911
Pre,5,theta,FC5,FC1,0.21436844497521987
Pre,5,theta,FC5,CP5,0.3865821951870184
Pre,5,theta,FC1,CP5,0.2536972448545443
Pre,5,theta,CP5,P3,0.16605186787111528
Pre,5,theta,P3,O1,0.08415153803619778
Pre,5,theta,CP5,O1,0.3426004985992183
Pre,5,theta,FC1,P3,0.033013428722026394
Pre,5,theta,F4,FC6,0.3797893284267273
Pre,5,theta,F4,FC2,0.17098263642056472
Pre,5,theta,FC6,FC2,0.42049413933047824
Pre,5,theta,FC6,CP6,0.24740012403375963
Pre,5,theta,FC2,CP6,0.41308244999631133
Pre,5,theta,CP6,P4,0.13015836875536083
Pre,5,theta,P4,O2,0.39816725978597056
Pre,5,theta,CP6,O2,0.4407799398608531
Pre,5,theta,FC2,P4,0.40989920749653513
Pre,5,theta,F3,F4,0.16120003990434809
Pre,5,theta,FC5,FC1,0.21436844497521987
Pre,5,theta,FC5,FC6,0.015195511072254064
Pre,5,theta,FC1,FC2,0.16605468460505834
Pre,5,theta,CP5,CP6,0.3326768435202054
Pre,5,theta,P3,P4,0.00011274473116551593
Pre,5,theta,O1,O2,0.24559045716049474
Pre,6,theta,F3,FC5,0.11900086251179977
Pre,6,theta,F3,FC1,0.2445592185236425
Pre,6,theta,FC5,FC1,0.15170728425925759
Pre,6,theta,FC5,CP5,0.262691883339052
Pre,6,theta,FC1,CP5,0.12469548387238424
Pre,6,theta,CP5,P3,0.056009468117699274
Pre,6,theta,P3,O1,0.3153804617541191
Pre,6,theta,CP5,O1,0.10874027495642838
Pre,6,theta,FC1,P3,0.2014694453418883
Pre,6,theta,F4,FC6,0.4381232627130714
Pre,6,theta,F4,FC2,0.20344410448805686
Pre,6,theta,FC6,FC2,0.13275025953645556
Pre,6,theta,FC6,CP6,0.0022982178487258114
Pre,6,theta,FC2,CP6,0.450909786938594
Pre,6,theta,CP6,P4,0.20094716593643683
Pre,6,theta,P4,O2,0.12660599711250295
Pre,6,theta,CP6,O2,0.1707064421733846
Pre,6,theta,FC2,P4,0.23900346761402053
Pre,6,theta,F3,F4,0.31005772728045017
Pre,6,theta,FC5,FC1,0.15170728425925759
Pre,6,theta,FC5,FC6,0.15941339720857675
Pre,6,theta,FC1,FC2,0.16662822626905516
Pre,6,theta,CP5,CP6,0.3106779664243954
Pre,6,theta,P3,P4,0.29730875907635496
Pre,6,theta,O1,O2,0.3717672404602703
Pre,7,theta,F3,FC5,0.13269892233207925
Pre,7,theta,F3,FC1,0.23078844511385363
Pre,7,theta,FC5,FC1,0.2640609143530408
Pre,7,theta,FC5,CP5,0.4282062351513641
Pre,7,theta,FC1,CP5,0.15821925091906938
Pre,7,theta,CP5,P3,0.276055035088642
Pre,7,theta,P3,O1,0.06850797787140173
Pre,7,theta,CP5,O1,0.6468993427324057
Pre,7,theta,FC1,P3,0.5334034910971173
Pre,7,theta,F4,FC6,0.4593674105210851
Pre,7,theta,F4,FC2,0.5870054722335769
Pre,7,theta,FC6,FC2,0.6496026924989663
Pre,7,theta,FC6,CP6,0.19760999952035377
Pre,7,theta,FC2,CP6,0.4779143604235539
Pre,7,theta,CP6,P4,0.01625674725952981
Pre,7,theta,P4,O2,0.39113554149682034
Pre,7,theta,CP6,O2,0.15752821804055991
Pre,7,theta,FC2,P4,0.02251960346855433
Pre,7,theta,F3,F4,0.3515887494015288
Pre,7,theta,FC5,FC1,0.2640609143530408
Pre,7,theta,FC5,FC6,0.17685226957009112
Pre,7,theta,FC1,FC2,0.5213196366105695
Pre,7,theta,CP5,CP6,0.2169360505930493
Pre,7,theta,P3,P4,0.05061415140156643
Pre,7,theta,O1,O2,0.4829748609725433
Pre,8,theta,F3,FC5,0.33730450613450147
Pre,8,theta,F3,FC1,0.04454875530393977
Pre,8,theta,FC5,FC1,0.35731112383708186
Pre,8,theta,FC5,CP5,0.38252257943843027
Pre,8,theta,FC1,CP5,0.18856554848722495
Pre,8,theta,CP5,P3,0.3580448496676341
Pre,8,theta,P3,O1,0.7043066439086297
Pre,8,theta,CP5,O1,0.11680950589586835
Pre,8,theta,FC1,P3,0.002500291008860102
Pre,8,theta,F4,FC6,0.1885926337721553
Pre,8,theta,F4,FC2,0.36211449207080404
Pre,8,theta,FC6,FC2,0.3114799722924424
Pre,8,theta,FC6,CP6,0.584321661234592
Pre,8,theta,FC2,CP6,0.4169879259660256
Pre,8,theta,CP6,P4,0.46488118505360576
Pre,8,theta,P4,O2,0.3439607714702218
Pre,8,theta,CP6,O2,0.4668709280129643
Pre,8,theta,FC2,P4,0.020952947830064565
Pre,8,theta,F3,F4,0.45599473821749936
Pre,8,theta,FC5,FC1,0.35731112383708186
Pre,8,theta,FC5,FC6,0.7075448252616175
Pre,8,theta,FC1,FC2,0.17344679248858105
Pre,8,theta,CP5,CP6,0.20695332117422147
Pre,8,theta,P3,P4,0.2659303018948115
Pre,8,theta,O1,O2,0.1101071207144409
Pre,9,theta,F3,FC5,0.6072611412121345
Pre,9,theta,F3,FC1,0.18767226725612562
Pre,9,theta,FC5,FC1,0.2131123172091324
Pre,9,theta,FC5,CP5,0.4561249535996039
Pre,9,theta,FC1,CP5,0.4087526926504497
Pre,9,theta,CP5,P3,0.13613187015665246
Pre,9,theta,P3,O1,0.2447848761184384
Pre,9,theta,CP5,O1,0.19114611161817435
Pre,9,theta,FC1,P3,0.18578382671507043
Pre,9,theta,F4,FC6,0.10125570258292578
Pre,9,theta,F4,FC2,0.40434741636995714
Pre,9,theta,FC6,FC2,0.17109348112399678
Pre,9,theta,FC6,CP6,0.21053822537671085
Pre,9,theta,FC2,CP6,0.3478900489030541
Pre,9,theta,CP6,P4,0.059082162477944886
Pre,9,theta,P4,O2,0.36559664654232976
Pre,9,theta,CP6,O2,0.5035335031185187
Pre,9,theta,FC2,P4,0.5588856249339037
Pre,9,theta,F3,F4,0.15101279536509762
Pre,9,theta,FC5,FC1,0.2131123172091324
Pre,9,theta,FC5,FC6,0.263990039590554
Pre,9,theta,FC1,FC2,0.37824465418274983
Pre,9,theta,CP5,CP6,0.17834305119273652
Pre,9,theta,P3,P4,0.279984783950156
Pre,9,theta,O1,O2,0.6310737950327493
Pre,10,theta,F3,FC5,0.29123386348953145
Pre,10,theta,F3,FC1,0.2123789202443057
Pre,10,theta,FC5,FC1,0.09990889941434683
Pre,10,theta,FC5,CP5,0.11338803365650102
Pre,10,theta,FC1,CP5,0.16307804733546338
Pre,10,theta,CP5,P3,0.10457391746233553
Pre,10,theta,P3,O1,0.007189880678019486
Pre,10,theta,CP5,O1,0.2267046769275444
Pre,10,theta,FC1,P3,0.2826354430525133
Pre,10,theta,F4,FC6,0.033218674574877975
Pre,10,theta,F4,FC2,0.2690165864416253
Pre,10,theta,FC6,FC2,0.08257780150155618
Pre,10,theta,FC6,CP6,0.029525345871760058
Pre,10,theta,FC2,CP6,0.2638906737503777
Pre,10,theta,CP6,P4,0.1544747456979924
Pre,10,theta,P4,O2,0.3963431088540458
Pre,10,theta,CP6,O2,0.059948476610608904
Pre,10,theta,FC2,P4,0.39545637337315037
Pre,10,theta,F3,F4,0.06781995148034038
Pre,10,theta,FC5,FC1,0.09990889941434683
Pre,10,theta,FC5,FC6,0.14451980407828807
Pre,10,theta,FC1,FC2,0.3024234130298942
Pre,10,theta,CP5,CP6,0.07934583308139274
Pre,10,theta,P3,P4,0.23119521871090826
Pre,10,theta,O1,O2,0.160828620100481
Pre,11,theta,F3,FC5,0.06547317298257141
Pre,11,theta,F3,FC1,0.5649606400725626
Pre,11,theta,FC5,FC1,0.41535042205006445
Pre,11,theta,FC5,CP5,0.40064431770757636
Pre,11,theta,FC1,CP5,0.29477804892178106
Pre,11,theta,CP5,P3,0.07509892968733389
Pre,11,theta,P3,O1,0.18606580178219317
Pre,11,theta,CP5,O1,0.010649319562472146
Pre,11,theta,FC1,P3,0.09230786520194255
Pre,11,theta,F4,FC6,0.19011611059211142
Pre,11,theta,F4,FC2,0.5376230575680845
Pre,11,theta,FC6,FC2,0.5564003577634978
Pre,11,theta,FC6,CP6,0.363747620923291
Pre,11,theta,FC2,CP6,0.1766425089832462
Pre,11,theta,CP6,P4,0.374220172899246
Pre,11,theta,P4,O2,0.43457347065784036
Pre,11,theta,CP6,O2,0.4943042841627471
Pre,11,theta,FC2,P4,0.01862596326955973
Pre,11,theta,F3,F4,0.03601266025183309
Pre,11,theta,FC5,FC1,0.41535042205006445
Pre,11,theta,FC5,FC6,0.302378171481608
Pre,11,theta,FC1,FC2,0.10993059686746519
Pre,11,theta,CP5,CP6,0.3923413016111279
Pre,11,theta,P3,P4,0.008480168398147397
Pre,11,theta,O1,O2,0.18922819818954878
Pre,12,theta,F3,FC5,0.2626606857847485
Pre,12,theta,F3,FC1,0.5039938035182786
Pre,12,theta,FC5,FC1,0.654910949296278
Pre,12,theta,FC5,CP5,0.4238881556788156
Pre,12,theta,FC1,CP5,0.08650619799488092
Pre,12,theta,CP5,P3,0.29764577638894213
Pre,12,theta,P3,O1,0.5591904111731095
Pre,12,theta,CP5,O1,0.19219987492340296
Pre,12,theta,FC1,P3,0.6390385422389996
Pre,12,theta,F4,FC6,0.08551500799421553
Pre,12,theta,F4,FC2,0.01955748842398094
Pre,12,theta,FC6,FC2,0.14689362685527385
Pre,12,theta,FC6,CP6,0.22895471733935432
Pre,12,theta,FC2,CP6,0.12693724040418514
Pre,12,theta,CP6,P4,0.6024570272427147
Pre,12,theta,P4,O2,0.15427112334107504
Pre,12,theta,CP6,O2,0.2901702492049113
Pre,12,theta,FC2,P4,0.3557184909479956
Pre,12,theta,F3,F4,0.4022881427836924
Pre,12,theta,FC5,FC1,0.654910949296278
Pre,12,theta,FC5,FC6,0.6541307074188535
Pre,12,theta,FC1,FC2,0.07752428520345873
Pre,12,theta,CP5,CP6,0.1601700055418509
Pre,12,theta,P3,P4,0.29005127513228507
Pre,12,theta,O1,O2,0.2716268489404204
Pre,13,theta,F3,FC5,0.05563168397297846
Pre,13,theta,F3,FC1,0.16200454026043268
Pre,13,theta,FC5,FC1,0.34143627593231013
Pre,13,theta,FC5,CP5,0.06413805246811495
Pre,13,theta,FC1,CP5,0.1381298923855465
Pre,13,theta,CP5,P3,0.40159099412098054
Pre,13,theta,P3,O1,0.3229699264625784
Pre,13,theta,CP5,O1,0.20675943872780006
Pre,13,theta,FC1,P3,0.2939613194965545
Pre,13,theta,F4,FC6,0.4067133910083209
Pre,13,theta,F4,FC2,0.2165921365686322
Pre,13,theta,FC6,FC2,0.197037364837346
Pre,13,theta,FC6,CP6,0.340415199191456
Pre,13,theta,FC2,CP6,0.14996429498940217
Pre,13,theta,CP6,P4,0.1637770464894022
Pre,13,theta,P4,O2,0.3980510906905109
Pre,13,theta,CP6,O2,0.0902889299982117
Pre,13,theta,FC2,P4,0.19439902332492742
Pre,13,theta,F3,F4,0.07035017967439268
Pre,13,theta,FC5,FC1,0.34143627593231013
Pre,13,theta,FC5,FC6,0.007959272076211821
Pre,13,theta,FC1,FC2,0.09731809699407194
Pre,13,theta,CP5,CP6,0.1623307844330939
Pre,13,theta,P3,P4,0.15814350954481587
Pre,13,theta,O1,O2,0.1137898003410271
Pre,14,theta,F3,FC5,0.13518907667330507
Pre,14,theta,F3,FC1,0.3158926354648975
Pre,14,theta,FC5,FC1,0.32664190411327537
Pre,14,theta,FC5,CP5,0.08756196188491117
Pre,14,theta,FC1,CP5,0.046363338425144424
Pre,14,theta,CP5,P3,0.2561962196254782
Pre,14,theta,P3,O1,0.25540936124935587
Pre,14,theta,CP5,O1,0.03108212124211555
Pre,14,theta,FC1,P3,0.0893281538995496
Pre,14,theta,F4,FC6,0.030765770941588007
Pre,14,theta,F4,FC2,0.15743424724777783
Pre,14,theta,FC6,FC2,0.22204868190997276
Pre,14,theta,FC6,CP6,0.3733139788495968
Pre,14,theta,FC2,CP6,0.3377455789289108
Pre,14,theta,CP6,P4,0.08129882634152433
Pre,14,theta,P4,O2,0.4658488332497164
Pre,14,theta,CP6,O2,0.4876144757624907
Pre,14,theta,FC2,P4,0.27400461070717674
Pre,14,theta,F3,F4,0.21442085674247066
Pre,14,theta,FC5,FC1,0.32664190411327537
Pre,14,theta,FC5,FC6,0.43709107659122204
Pre,14,theta,FC1,FC2,0.17878994273202328
Pre,14,theta,CP5,CP6,0.07448982180547951
Pre,14,theta,P3,P4,0.010327562012568998
Pre,14,theta,O1,O2,0.20696460203052733
Pre,15,theta,F3,FC5,0.06827460270173565
Pre,15,theta,F3,FC1,0.1138093094772338
Pre,15,theta,FC5,FC1,0.20627236334862362
Pre,15,theta,FC5,CP5,0.5907287949234082
Pre,15,theta,FC1,CP5,0.2616370133453895
Pre,15,theta,CP5,P3,0.4882209351857164
Pre,15,theta,P3,O1,0.0013408389534264038
Pre,15,theta,CP5,O1,0.4625541500349557
Pre,15,theta,FC1,P3,0.20683333919695832
Pre,15,theta,F4,FC6,0.43152834997658035
Pre,15,theta,F4,FC2,0.0508533803119712
Pre,15,theta,FC6,FC2,0.1897099970628589
Pre,15,theta,FC6,CP6,0.3620504437244994
Pre,15,theta,FC2,CP6,0.04948398378297896
Pre,15,theta,CP6,P4,0.14873474832300657
Pre,15,theta,P4,O2,0.3286544140848429
Pre,15,theta,CP6,O2,0.6147143115205426
Pre,15,theta,FC2,P4,0.1694859485197712
Pre,15,theta,F3,F4,0.18802562605490603
Pre,15,theta,FC5,FC1,0.20627236334862362
Pre,15,theta,FC5,FC6,0.13099603736270926
Pre,15,theta,FC1,FC2,0.2928994471495366
Pre,15,theta,CP5,CP6,0.06472686703882045
Pre,15,theta,P3,P4,0.5105115216231737
Pre,15,theta,O1,O2,0.1331010144159934
Pre,16,theta,F3,FC5,0.06842068058908923
Pre,16,theta,F3,FC1,0.24278713024840598
Pre,16,theta,FC5,FC1,0.20812942187416092
Pre,16,theta,FC5,CP5,0.4025254782420349
Pre,16,theta,FC1,CP5,0.03524731095596603
Pre,16,theta,CP5,P3,0.2608620963107883
Pre,16,theta,P3,O1,0.0034030786029750565
Pre,16,theta,CP5,O1,0.239257476968264
Pre,16,theta,FC1,P3,0.28153623103502406
Pre,16,theta,F4,FC6,0.3706935682539838
Pre,16,theta,F4,FC2,0.153700147355924
Pre,16,theta,FC6,FC2,0.3924801339046604
Pre,16,theta,FC6,CP6,0.21778031880292165
Pre,16,theta,FC2,CP6,0.3172644277607417
Pre,16,theta,CP6,P4,0.0395593555137183
Pre,16,theta,P4,O2,0.16496031306545725
Pre,16,theta,CP6,O2,0.20694212635972997
Pre,16,theta,FC2,P4,0.21639635725470174
Pre,16,theta,F3,F4,0.47522271618240064
Pre,16,theta,FC5,FC1,0.20812942187416092
Pre,16,theta,FC5,FC6,0.21140627779811338
Pre,16,theta,FC1,FC2,0.3856342753486617
Pre,16,theta,CP5,CP6,0.4422210470699211
Pre,16,theta,P3,P4,0.2817101772688579
Pre,16,theta,O1,O2,0.2339845791991022
Pre,17,theta,F3,FC5,0.47316598467748777
Pre,17,theta,F3,FC1,0.16054665017499192
Pre,17,theta,FC5,FC1,0.5338903564953664
Pre,17,theta,FC5,CP5,0.3151111274068455
Pre,17,theta,FC1,CP5,0.5287152995964182
Pre,17,theta,CP5,P3,0.17430647574290903
Pre,17,theta,P3,O1,0.2693649716955745
Pre,17,theta,CP5,O1,0.2911074328385975
Pre,17,theta,FC1,P3,0.03726516503260135
Pre,17,theta,F4,FC6,0.05743587773409973
Pre,17,theta,F4,FC2,0.07016661037832202
Pre,17,theta,FC6,FC2,0.14063242258288786
Pre,17,theta,FC6,CP6,0.41766232395128366
Pre,17,theta,FC2,CP6,0.30015996205496553
Pre,17,theta,CP6,P4,0.35253666532418804
Pre,17,theta,P4,O2,0.3580029162620824
Pre,17,theta,CP6,O2,0.26997214163619165
Pre,17,theta,FC2,P4,0.2388883519803722
Pre,17,theta,F3,F4,0.5786194139981489
Pre,17,theta,FC5,FC1,0.5338903564953664
Pre,17,theta,FC5,FC6,0.5447785021403143
Pre,17,theta,FC1,FC2,0.07000383163175261
Pre,17,theta,CP5,CP6,0.2697265535385239
Pre,17,theta,P3,P4,0.2609005959548907
Pre,17,theta,O1,O2,0.00848425514774766
Pre,18,theta,F3,FC5,0.5807326044141536
Pre,18,theta,F3,FC1,0.02811513575861329
Pre,18,theta,FC5,FC1,0.40473164254020455
Pre,18,theta,FC5,CP5,0.5641533120842664
Pre,18,theta,FC1,CP5,0.7153929963813369
Pre,18,theta,CP5,P3,0.30926820584081144
Pre,18,theta,P3,O1,0.19271647622215146
Pre,18,theta,CP5,O1,0.47194377920397096
Pre,18,theta,FC1,P3,0.49650726738307427
Pre,18,theta,F4,FC6,0.3598075757745483
Pre,18,theta,F4,FC2,0.32293459092780386
Pre,18,theta,FC6,FC2,0.3350417650322715
Pre,18,theta,FC6,CP6,0.3121774921815553
Pre,18,theta,FC2,CP6,0.10826845570325956
Pre,18,theta,CP6,P4,0.0108503888395528
Pre,18,theta,P4,O2,0.20917175968909404
Pre,18,theta,CP6,O2,0.1890392799639555
Pre,18,theta,FC2,P4,0.007974452138383032
Pre,18,theta,F3,F4,0.2816796768000832
Pre,18,theta,FC5,FC1,0.40473164254020455
Pre,18,theta,FC5,FC6,0.1627828126816371
Pre,18,theta,FC1,FC2,0.22992662215135576
Pre,18,theta,CP5,CP6,0.4161050720192258
Pre,18,theta,P3,P4,0.30099228915841686
Pre,18,theta,O1,O2,0.37965669478850106
Pre,19,theta,F3,FC5,0.21711015043435353
Pre,19,theta,F3,FC1,0.6047871879596626
Pre,19,theta,FC5,FC1,0.46547792822340733
Pre,19,theta,FC5,CP5,0.17671483785546258
Pre,19,theta,FC1,CP5,0.3553003515006217
Pre,19,theta,CP5,P3,0.5602994499700774
Pre,19,theta,P3,O1,0.27301804949296166
Pre,19,theta,CP5,O1,0.37591916279011794
Pre,19,theta,FC1,P3,0.25663033947674624
Pre,19,theta,F4,FC6,0.06631350374057239
Pre,19,theta,F4,FC2,0.029830107993432265
Pre,19,theta,FC6,FC2,0.046469397726768974
Pre,19,theta,FC6,CP6,0.23406974883946757
Pre,19,theta,FC2,CP6,0.09324013160473019
Pre,19,theta,CP6,P4,0.09087775810390973
Pre,19,theta,P4,O2,0.05535222843092844
Pre,19,theta,CP6,O2,0.17073256512458576
Pre,19,theta,FC2,P4,0.23783400060332782
Pre,19,theta,F3,F4,0.134901809432331
Pre,19,theta,FC5,FC1,0.46547792822340733
Pre,19,theta,FC5,FC6,0.34448851794490043
Pre,19,theta,FC1,FC2,0.02860541587566122
Pre,19,theta,CP5,CP6,0.35542646311880355
Pre,19,theta,P3,P4,0.17673905605721865
Pre,19,theta,O1,O2,0.10828867959301113
Pre,20,theta,F3,FC5,0.41551551972662853
Pre,20,theta,F3,FC1,0.1470585995721323
Pre,20,theta,FC5,FC1,0.007501086965692221
Pre,20,theta,FC5,CP5,0.23353405824491374
Pre,20,theta,FC1,CP5,0.3034562253497311
Pre,20,theta,CP5,P3,0.4964015875269623
Pre,20,theta,P3,O1,0.4638169534707064
Pre,20,theta,CP5,O1,0.3212310505803752
Pre,20,theta,FC1,P3,0.2540495984552308
Pre,20,theta,F4,FC6,0.48039055670310815
Pre,20,theta,F4,FC2,0.4843653838934558
Pre,20,theta,FC6,FC2,0.4496419194361949
Pre,20,theta,FC6,CP6,0.4075093236304027
Pre,20,theta,FC2,CP6,0.3163178858421207
Pre,20,theta,CP6,P4,0.026147168442509323
Pre,20,theta,P4,O2,0.12121039164338501
Pre,20,theta,CP6,O2,0.7031044393512983
Pre,20,theta,FC2,P4,0.06748440572290756
Pre,20,theta,F3,F4,0.3945397134665045
Pre,20,theta,FC5,FC1,0.007501086965692221
Pre,20,theta,FC5,FC6,0.0631945444638984
Pre,20,theta,FC1,FC2,0.2954546543389345
Pre,20,theta,CP5,CP6,0.0017614524695850377
Pre,20,theta,P3,P4,0.04182471095363487
Pre,20,theta,O1,O2,0.33279770888423565
Pre,21,theta,F3,FC5,0.10272763955160173
Pre,21,theta,F3,FC1,0.5521931307129856
Pre,21,theta,FC5,FC1,0.3278311195698088
Pre,21,theta,FC5,CP5,0.2527253751753325
Pre,21,theta,FC1,CP5,0.35031255954340224
Pre,21,theta,CP5,P3,0.03305290805642466
Pre,21,theta,P3,O1,0.4081952237450131
Pre,21,theta,CP5,O1,0.538427654154461
Pre,21,theta,FC1,P3,0.2950694247385495
Pre,21,theta,F4,FC6,0.14216799711438022
Pre,21,theta,F4,FC2,0.15462099382708513
Pre,21,theta,FC6,FC2,0.019314702862270845
Pre,21,theta,FC6,CP6,0.1810673559899655
Pre,21,theta,FC2,CP6,0.032187934323904155
Pre,21,theta,CP6,P4,0.10090714063673015
Pre,21,theta,P4,O2,0.09080486452595664
Pre,21,theta,CP6,O2,0.1875232719708609
Pre,21,theta,FC2,P4,0.1541454830142177
Pre,21,theta,F3,F4,0.3245282093992087
Pre,21,theta,FC5,FC1,0.3278311195698088
Pre,21,theta,FC5,FC6,0.14490747252228733
Pre,21,theta,FC1,FC2,0.42732040037749924
Pre,21,theta,CP5,CP6,0.21901785803033222
Pre,21,theta,P3,P4,0.06436739157526707
Pre,21,theta,O1,O2,0.06950770807825149
Pre,22,theta,F3,FC5,0.059612814128654816
Pre,22,theta,F3,FC1,0.27285619253679844
Pre,22,theta,FC5,FC1,0.2645190315811623
Pre,22,theta,FC5,CP5,0.004579996601542526
Pre,22,theta,FC1,CP5,0.0784735902480795
