condition,epoch_index,band,summary_type,value
Pre,56,alpha,within_left,0.34111006162654683
Pre,56,alpha,within_right,0.40486116724016447
Pre,56,alpha,interhemispheric,0.3549006464912446
Pre,56,alpha,anterior_posterior,0.3364150258494172
Pre,57,alpha,within_left,0.6684087225749132
Pre,57,alpha,within_right,0.3402321434074252
Pre,57,alpha,interhemispheric,0.539098280588637
Pre,57,alpha,anterior_posterior,0.6000267158125677
Pre,58,alpha,within_left,0.40543137252455347
Pre,58,alpha,within_right,0.1799928851666585
Pre,58,alpha,interhemispheric,0.34162098207742186
Pre,58,alpha,anterior_posterior,0.2725907481650408
Pre,59,alpha,within_left,0.6010497215598735
Pre,59,alpha,within_right,0.508490893539379
Pre,59,alpha,interhemispheric,0.4763584099950497
Pre,59,alpha,anterior_posterior,0.552256518155573
Pre,60,alpha,within_left,0.1683929763413468
Pre,60,alpha,within_right,0.4091546445743937
Pre,60,alpha,interhemispheric,0.43605672199547413
Pre,60,alpha,anterior_posterior,0.3081307671327021
Pre,61,alpha,within_left,0.22429078833224234
Pre,61,alpha,within_right,0.18870467685265485
Pre,61,alpha,interhemispheric,0.2790860998968676
Pre,61,alpha,anterior_posterior,0.22851260368549953
Pre,62,alpha,within_left,0.3506692933983061
Pre,62,alpha,within_right,0.37932102974510623
Pre,62,alpha,interhemispheric,0.30890391666247413
Pre,62,alpha,anterior_posterior,0.2969508950669066
Pre,63,alpha,within_left,0.26217457057092497
Pre,63,alpha,within_right,0.18750468555679708
Pre,63,alpha,interhemispheric,0.29337590161148897
Pre,63,alpha,anterior_posterior,0.22882374081513637
Pre,64,alpha,within_left,0.3279484880426067
Pre,64,alpha,within_right,0.19786043425017338
Pre,64,alpha,interhemispheric,0.33974077099587235
Pre,64,alpha,anterior_posterior,0.2608793569585297
Pre,65,alpha,within_left,0.4383979742158758
Pre,65,alpha,within_right,0.651259924024632
Pre,65,alpha,interhemispheric,0.5091968260059949
Pre,65,alpha,anterior_posterior,0.6366882841266945
Pre,66,alpha,within_left,0.5278038140377966
Pre,66,alpha,within_right,0.5704322874272161
Pre,66,alpha,interhemispheric,0.6086375524866006
Pre,66,alpha,anterior_posterior,0.523414988975668
Pre,67,alpha,within_left,0.26693739791722815
Pre,67,alpha,within_right,0.2773432530534021
Pre,67,alpha,interhemispheric,0.32539120413378964
Pre,67,alpha,anterior_posterior,0.3557205786766741
Pre,68,alpha,within_left,0.19678944084926728
Pre,68,alpha,within_right,0.29899677843732086
Pre,68,alpha,interhemispheric,0.31075735266407484
Pre,68,alpha,anterior_posterior,0.22481494038339297
Pre,69,alpha,within_left,0.590578528981524
Pre,69,alpha,within_right,0.43274150605088907
Pre,69,alpha,interhemispheric,0.3583288634016591
Pre,69,alpha,anterior_posterior,0.5170528635860749
Pre,70,alpha,within_left,0.3264651423727107
Pre,70,alpha,within_right,0.21138208181390283
Pre,70,alpha,interhemispheric,0.246579508959339
Pre,70,alpha,anterior_posterior,0.2589414673264046
Pre,71,alpha,within_left,0.37354974995710094
Pre,71,alpha,within_right,0.35092664744789925
Pre,71,alpha,interhemispheric,0.42892377556305195
Pre,71,alpha,anterior_posterior,0.36936954336292455
Pre,72,alpha,within_left,0.4411256654449076
Pre,72,alpha,within_right,0.5358837295266908
Pre,72,alpha,interhemispheric,0.5350716433534382
Pre,72,alpha,anterior_posterior,0.42395116590523646
Pre,73,alpha,within_left,0.3431570435131969
Pre,73,alpha,within_right,0.3358685174856193
Pre,73,alpha,interhemispheric,0.3804143946029333
Pre,73,alpha,anterior_posterior,0.35110013028346176
Pre,74,alpha,within_left,0.27405176928926545
Pre,74,alpha,within_right,0.20564433599294438
Pre,74,alpha,interhemispheric,0.3001643351585192
Pre,74,alpha,anterior_posterior,0.22570580129666562
Pre,75,alpha,within_left,0.2610207515531371
Pre,75,alpha,within_right,0.3955919249170614
Pre,75,alpha,interhemispheric,0.23063266964676787
Pre,75,alpha,anterior_posterior,0.30125820500869804
Pre,76,alpha,within_left,0.29527443233337003
Pre,76,alpha,within_right,0.2931214432011856
Pre,76,alpha,interhemispheric,0.3057390284288106
Pre,76,alpha,anterior_posterior,0.28343340076262297
Pre,77,alpha,within_left,0.23677075042801168
Pre,77,alpha,within_right,0.39724359745477905
Pre,77,alpha,interhemispheric,0.4731186781406617
Pre,77,alpha,anterior_posterior,0.36369950377381605
Pre,78,alpha,within_left,0.22288419073563773
Pre,78,alpha,within_right,0.18315146860418424
Pre,78,alpha,interhemispheric,0.1310577242299886
Pre,78,alpha,anterior_posterior,0.1794330505326852
Pre,79,alpha,within_left,0.2928945683999656
Pre,79,alpha,within_right,0.3544373187804076
Pre,79,alpha,interhemispheric,0.28722906616273386
Pre,79,alpha,anterior_posterior,0.2804560070405393
Pre,80,alpha,within_left,0.33411514441799794
Pre,80,alpha,within_right,0.30772974015922094
Pre,80,alpha,interhemispheric,0.4763764766138064
Pre,80,alpha,anterior_posterior,0.31565392108373014
Pre,81,alpha,within_left,0.5705241772318023
Pre,81,alpha,within_right,0.42002606266824727
Pre,81,alpha,interhemispheric,0.5879191429134133
Pre,81,alpha,anterior_posterior,0.44606368869835694
Pre,82,alpha,within_left,0.17230548710250435
Pre,82,alpha,within_right,0.18261498589606628
Pre,82,alpha,interhemispheric,0.3413625669672387
Pre,82,alpha,anterior_posterior,0.18646944203796262
Pre,83,alpha,within_left,0.32408022121304003
Pre,83,alpha,within_right,0.39864064584943254
Pre,83,alpha,interhemispheric,0.33477894634453104
Pre,83,alpha,anterior_posterior,0.23580038946900045
Pre,84,alpha,within_left,0.16178004220258216
Pre,84,alpha,within_right,0.43853867240014716
Pre,84,alpha,interhemispheric,0.3904067993406239
Pre,84,alpha,anterior_posterior,0.39033378028906757
Pre,85,alpha,within_left,0.36528334990716066
Pre,85,alpha,within_right,0.5436391440600439
Pre,85,alpha,interhemispheric,0.22751485494053292
Pre,85,alpha,anterior_posterior,0.4316349743361369
Pre,86,alpha,within_left,0.37979751314559557
Pre,86,alpha,within_right,0.4666145488012449
Pre,86,alpha,interhemispheric,0.34253708351705997
Pre,86,alpha,anterior_posterior,0.3970305734800964
Pre,87,alpha,within_left,0.5322387056693515
Pre,87,alpha,within_right,0.35745369395120663
Pre,87,alpha,interhemispheric,0.2835767295926223
Pre,87,alpha,anterior_posterior,0.43881294139508886
Pre,0,beta,within_left,0.2356303305437166
Pre,0,beta,within_right,0.24409455709508282
Pre,0,beta,interhemispheric,0.17466967237818676
Pre,0,beta,anterior_posterior,0.21177548178563865
Pre,1,beta,within_left,0.2083949692418244
Pre,1,beta,within_right,0.1939147538230711
Pre,1,beta,interhemispheric,0.17488524783470685
Pre,1,beta,anterior_posterior,0.18171630403870223
Pre,2,beta,within_left,0.1563122440418398
Pre,2,beta,within_right,0.09357742931126442
Pre,2,beta,interhemispheric,0.11046800243443865
Pre,2,beta,anterior_posterior,0.1301493600990468
Pre,3,beta,within_left,0.1874620565260726
Pre,3,beta,within_right,0.13452943448362262
Pre,3,beta,interhemispheric,0.14484158058666466
Pre,3,beta,anterior_posterior,0.15978877458100946
Pre,4,beta,within_left,0.20464444326753498
Pre,4,beta,within_right,0.212962954022526
Pre,4,beta,interhemispheric,0.2165869548387561
Pre,4,beta,anterior_posterior,0.19738344172004735
Pre,5,beta,within_left,0.20940132331336594
Pre,5,beta,within_right,0.21798442962234396
Pre,5,beta,interhemispheric,0.293766245318347
Pre,5,beta,anterior_posterior,0.2000474848097303
Pre,6,beta,within_left,0.2899898497677245
Pre,6,beta,within_right,0.18083170741395171
Pre,6,beta,interhemispheric,0.19972958637563945
Pre,6,beta,anterior_posterior,0.22513583377527313
Pre,7,beta,within_left,0.22944091982535272
Pre,7,beta,within_right,0.2911518776630327
Pre,7,beta,interhemispheric,0.17749837424378792
Pre,7,beta,anterior_posterior,0.2714383710283005
Pre,8,beta,within_left,0.19048513510047885
Pre,8,beta,within_right,0.26446130728593065
Pre,8,beta,interhemispheric,0.1944239187287459
Pre,8,beta,anterior_posterior,0.19692018997004893
Pre,9,beta,within_left,0.17745535467899917
Pre,9,beta,within_right,0.17602085465795755
Pre,9,beta,interhemispheric,0.19002279495665916
Pre,9,beta,anterior_posterior,0.1893126538814953
Pre,10,beta,within_left,0.2015913167059927
Pre,10,beta,within_right,0.2520240701445766
Pre,10,beta,interhemispheric,0.25027195581523054
Pre,10,beta,anterior_posterior,0.2169175139802781
Pre,11,beta,within_left,0.24297693881166754
Pre,11,beta,within_right,0.201230510741006
Pre,11,beta,interhemispheric,0.21751309298850788
Pre,11,beta,anterior_posterior,0.24058353282383427
Pre,12,beta,within_left,0.1808499972347949
Pre,12,beta,within_right,0.17626010839275053
Pre,12,beta,interhemispheric,0.20975340297286826
Pre,12,beta,anterior_posterior,0.16834749195688695
Pre,13,beta,within_left,0.14446303450110476
Pre,13,beta,within_right,0.23541291630394787
Pre,13,beta,interhemispheric,0.0911895452454214
Pre,13,beta,anterior_posterior,0.17502550656357246
Pre,14,beta,within_left,0.17835513808498338
Pre,14,beta,within_right,0.26105073662531925
Pre,14,beta,interhemispheric,0.1079845983313339
Pre,14,beta,anterior_posterior,0.19277538397605282
Pre,15,beta,within_left,0.15171959292967732
Pre,15,beta,within_right,0.22990752940271117
Pre,15,beta,interhemispheric,0.11760648144856449
Pre,15,beta,anterior_posterior,0.16483493416026507
Pre,16,beta,within_left,0.32028130152169315
Pre,16,beta,within_right,0.1603453399790901
Pre,16,beta,interhemispheric,0.1972949020542305
Pre,16,beta,anterior_posterior,0.23533067743313435
Pre,17,beta,within_left,0.15471218471593015
Pre,17,beta,within_right,0.19697645114213494
Pre,17,beta,interhemispheric,0.09998036667853298
Pre,17,beta,anterior_posterior,0.1725930855865747
Pre,18,beta,within_left,0.13827503033877242
Pre,18,beta,within_right,0.1713818614829407
Pre,18,beta,interhemispheric,0.17072588483102225
Pre,18,beta,anterior_posterior,0.1643406135052328
Pre,19,beta,within_left,0.18082024869691463
Pre,19,beta,within_right,0.16904613797993667
Pre,19,beta,interhemispheric,0.2192613198060831
Pre,19,beta,anterior_posterior,0.17997573203827083
Pre,20,beta,within_left,0.17505336192096474
Pre,20,beta,within_right,0.221636881944025
Pre,20,beta,interhemispheric,0.1823213612842057
Pre,20,beta,anterior_posterior,0.20798057601427442
Pre,21,beta,within_left,0.12507346469633185
Pre,21,beta,within_right,0.28480286863869914
Pre,21,beta,interhemispheric,0.17030102340255152
Pre,21,beta,anterior_posterior,0.18856587180757647
Pre,22,beta,within_left,0.3069109610651552
Pre,22,beta,within_right,0.20737547587149005
Pre,22,beta,interhemispheric,0.2043402913800542
Pre,22,beta,anterior_posterior,0.24628177050313335
Pre,23,beta,within_left,0.4307079878370949
Pre,23,beta,within_right,0.1999147316728815
Pre,23,beta,interhemispheric,0.3328809486090636
Pre,23,beta,anterior_posterior,0.28842913984196306
Pre,24,beta,within_left,0.1349630544381121
Pre,24,beta,within_right,0.18436515457807995
Pre,24,beta,interhemispheric,0.13595990242356062
Pre,24,beta,anterior_posterior,0.13749107864855054
Pre,25,beta,within_left,0.312360468666605
Pre,25,beta,within_right,0.28540368482005396
Pre,25,beta,interhemispheric,0.2869533387203527
Pre,25,beta,anterior_posterior,0.28530766092326815
Pre,26,beta,within_left,0.3420671592656762
Pre,26,beta,within_right,0.18808578898280343
Pre,26,beta,interhemispheric,0.15138766940286646
Pre,26,beta,anterior_posterior,0.2156640972535912
Pre,27,beta,within_left,0.35173941030576655
Pre,27,beta,within_right,0.1590437534824071
Pre,27,beta,interhemispheric,0.27747070447101013
Pre,27,beta,anterior_posterior,0.23248138691282488
Pre,28,beta,within_left,0.1570323176902705
Pre,28,beta,within_right,0.17491167093372986
Pre,28,beta,interhemispheric,0.17174291045344056
Pre,28,beta,anterior_posterior,0.1585135383648114
Pre,29,beta,within_left,0.26483303153559284
Pre,29,beta,within_right,0.23734411533592947
Pre,29,beta,interhemispheric,0.23869276289965935
Pre,29,beta,anterior_posterior,0.19842489309282804
Pre,30,beta,within_left,0.24733109751356672
Pre,30,beta,within_right,0.17086767198638106
Pre,30,beta,interhemispheric,0.13077175744947497
Pre,30,beta,anterior_posterior,0.23349847412744287
Pre,31,beta,within_left,0.10851021359706911
Pre,31,beta,within_right,0.15843426663310728
Pre,31,beta,interhemispheric,0.09136520987706909
Pre,31,beta,anterior_posterior,0.12936801866434622
Pre,32,beta,within_left,0.1522325418579832
Pre,32,beta,within_right,0.19705272954461864
Pre,32,beta,interhemispheric,0.0671751823943165
Pre,32,beta,anterior_posterior,0.18348318390166457
Pre,33,beta,within_left,0.17021835703151655
Pre,33,beta,within_right,0.27852168579063635
Pre,33,beta,interhemispheric,0.2105372109035731
Pre,33,beta,anterior_posterior,0.20457804065261884
Pre,34,beta,within_left,0.265450198525293
Pre,34,beta,within_right,0.22003735368371055
Pre,34,beta,interhemispheric,0.1495887548907476
Pre,34,beta,anterior_posterior,0.20569870496932338
Pre,35,beta,within_left,0.18765525214791687
Pre,35,beta,within_right,0.24349764837729088
Pre,35,beta,interhemispheric,0.17388140885415915
Pre,35,beta,anterior_posterior,0.20439105429242843
Pre,36,beta,within_left,0.21776630209713732
Pre,36,beta,within_right,0.215247318732242
Pre,36,beta,interhemispheric,0.18181404595511766
Pre,36,beta,anterior_posterior,0.21657594535914448
Pre,37,beta,within_left,0.24048681247954293
Pre,37,beta,within_right,0.32399131268024134
Pre,37,beta,interhemispheric,0.1170158137605787
Pre,37,beta,anterior_posterior,0.24864602293074467
Pre,38,beta,within_left,0.3311946250293542
Pre,38,beta,within_right,0.26038904139366037
Pre,38,beta,interhemispheric,0.22465532573491517
Pre,38,beta,anterior_posterior,0.2541224023960289
Pre,39,beta,within_left,0.20267723715953204
Pre,39,beta,within_right,0.2107733462195771
Pre,39,beta,interhemispheric,0.32278215777173846
Pre,39,beta,anterior_posterior,0.2147204082574951
Pre,40,beta,within_left,0.20254480777105419
Pre,40,beta,within_right,0.18979332585933276
Pre,40,beta,interhemispheric,0.1953552735072808
Pre,40,beta,anterior_posterior,0.20427455547817822
Pre,41,beta,within_left,0.335856607256819
Pre,41,beta,within_right,0.25840239989624014
Pre,41,beta,interhemispheric,0.33031441152016844
Pre,41,beta,anterior_posterior,0.27349807519131347
Pre,42,beta,within_left,0.23592401308476968
Pre,42,beta,within_right,0.3113592703591315
Pre,42,beta,interhemispheric,0.12593773018556007
Pre,42,beta,anterior_posterior,0.22150873648453737
Pre,43,beta,within_left,0.2425033121008209
Pre,43,beta,within_right,0.2553313840840066
Pre,43,beta,interhemispheric,0.32846685101459844
Pre,43,beta,anterior_posterior,0.2638971341321365
Pre,44,beta,within_left,0.14726704922310105
Pre,44,beta,within_right,0.18689215534483072
Pre,44,beta,interhemispheric,0.20962793152900958
Pre,44,beta,anterior_posterior,0.17791958511340603
Pre,45,beta,within_left,0.23845168097591188
Pre,45,beta,within_right,0.3419281361872464
Pre,45,beta,interhemispheric,0.2294588957724856
Pre,45,beta,anterior_posterior,0.2380326580269786
Pre,46,beta,within_left,0.276353821324206
Pre,46,beta,within_right,0.5379827144361945
Pre,46,beta,interhemispheric,0.4188437669392999
Pre,46,beta,anterior_posterior,0.32662382598263917
Pre,47,beta,within_left,0.41310795852446996
Pre,47,beta,within_right,0.2846262537644987
Pre,47,beta,interhemispheric,0.3087989422904677
Pre,47,beta,anterior_posterior,0.3135321425492339
Pre,48,beta,within_left,0.2704725268079334
Pre,48,beta,within_right,0.196515008264227
Pre,48,beta,interhemispheric,0.17638595513222366
Pre,48,beta,anterior_posterior,0.19442430732046645
Pre,49,beta,within_left,0.17623392913771738
Pre,49,beta,within_right,0.13985171081820721
Pre,49,beta,interhemispheric,0.12688746022343175
Pre,49,beta,anterior_posterior,0.16654422744553618
Pre,50,beta,within_left,0.062984418631337
Pre,50,beta,within_right,0.15135602198296197
Pre,50,beta,interhemispheric,0.13225874368084978
Pre,50,beta,anterior_posterior,0.12282698349921975
Pre,51,beta,within_left,0.12307284413198281
Pre,51,beta,within_right,0.3024464569168726
Pre,51,beta,interhemispheric,0.17645514001163817
Pre,51,beta,anterior_posterior,0.21278383924590874
Pre,52,beta,within_left,0.1226718937752146
Pre,52,beta,within_right,0.081902232677713
Pre,52,beta,interhemispheric,0.11198063991615216
Pre,52,beta,anterior_posterior,0.14524449791803218
Pre,53,beta,within_left,0.15216612067650248
Pre,53,beta,within_right,0.15264474614874537
Pre,53,beta,interhemispheric,0.12332776853729965
Pre,53,beta,anterior_posterior,0.1541306597354635
Pre,54,beta,within_left,0.22548716239822886
Pre,54,beta,within_right,0.15372893466459148
Pre,54,beta,interhemispheric,0.2543805659720462
Pre,54,beta,anterior_posterior,0.17867873526220315
Pre,55,beta,within_left,0.20977944150894987
Pre,55,beta,within_right,0.21940676295894906
Pre,55,beta,interhemispheric,0.13233870740438572
Pre,55,beta,anterior_posterior,0.22685124388018785
Pre,56,beta,within_left,0.27592181846377584
Pre,56,beta,within_right,0.1849460806557203
Pre,56,beta,interhemispheric,0.19230617693681165
Pre,56,beta,anterior_posterior,0.21412738062972753
Pre,57,beta,within_left,0.17217963917202037
Pre,57,beta,within_right,0.10193212431129303
Pre,57,beta,interhemispheric,0.11754763195246326
Pre,57,beta,anterior_posterior,0.1503970720251704
Pre,58,beta,within_left,0.238474114014576
Pre,58,beta,within_right,0.23445790019061932
Pre,58,beta,interhemispheric,0.0920755903798547
Pre,58,beta,anterior_posterior,0.21695670193936156
Pre,59,beta,within_left,0.28022084425457244
Pre,59,beta,within_right,0.3054546685065796
Pre,59,beta,interhemispheric,0.229340566412915
Pre,59,beta,anterior_posterior,0.28451225640439615
Pre,60,beta,within_left,0.15108131862687488
Pre,60,beta,within_right,0.24029467849220143
Pre,60,beta,interhemispheric,0.16241233248730716
Pre,60,beta,anterior_posterior,0.1753707646141976
Pre,61,beta,within_left,0.16831802866264048
Pre,61,beta,within_right,0.08654766087176562
Pre,61,beta,interhemispheric,0.09757215475736276
Pre,61,beta,anterior_posterior,0.11425517555540926
Pre,62,beta,within_left,0.2098506076816962
Pre,62,beta,within_right,0.29036831650361405
Pre,62,beta,interhemispheric,0.15763436905635309
Pre,62,beta,anterior_posterior,0.2285690372056428
Pre,63,beta,within_left,0.3186043544554718
Pre,63,beta,within_right,0.24692871679240655
Pre,63,beta,interhemispheric,0.2994820002449798
Pre,63,beta,anterior_posterior,0.240376007948208
Pre,64,beta,within_left,0.18053936596416323
Pre,64,beta,within_right,0.19654429720418026
Pre,64,beta,interhemispheric,0.20049359721487284
Pre,64,beta,anterior_posterior,0.18768485815033123
Pre,65,beta,within_left,0.11502124535821488
Pre,65,beta,within_right,0.20100266924951044
Pre,65,beta,interhemispheric,0.0972865332653604
Pre,65,beta,anterior_posterior,0.15095482930245427
Pre,66,beta,within_left,0.3029780120437985
Pre,66,beta,within_right,0.31355253138446565
Pre,66,beta,interhemispheric,0.31668102194572784
Pre,66,beta,anterior_posterior,0.28821946140894983
Pre,67,beta,within_left,0.12875137371854917
Pre,67,beta,within_right,0.26034724673089393
Pre,67,beta,interhemispheric,0.15622947490699268
Pre,67,beta,anterior_posterior,0.16184549523891345
Pre,68,beta,within_left,0.12798096221267768
Pre,68,beta,within_right,0.15574960444196473
Pre,68,beta,interhemispheric,0.04441290258711919
Pre,68,beta,anterior_posterior,0.13699329577236816
Pre,69,beta,within_left,0.3732563081176898
Pre,69,beta,within_right,0.22560087025512368
Pre,69,beta,interhemispheric,0.20178556777055487
Pre,69,beta,anterior_posterior,0.27374977454136507
Pre,70,beta,within_left,0.19983546832496948
Pre,70,beta,within_right,0.24295713995481416
Pre,70,beta,interhemispheric,0.22403271387368248
Pre,70,beta,anterior_posterior,0.20510775327893568
Pre,71,beta,within_left,0.11903105269371998
Pre,71,beta,within_right,0.18228483836151732
Pre,71,beta,interhemispheric,0.08802114290395464
Pre,71,beta,anterior_posterior,0.12437076879397398
Pre,72,beta,within_left,0.3161575291144492
Pre,72,beta,within_right,0.24438544647302007
Pre,72,beta,interhemispheric,0.24758342964943436
Pre,72,beta,anterior_posterior,0.25146202509743737
Pre,73,beta,within_left,0.09417550158473936
Pre,73,beta,within_right,0.08570341906908067
Pre,73,beta,interhemispheric,0.09206216324855486
Pre,73,beta,anterior_posterior,0.08146726559527252
Pre,74,beta,within_left,0.14868491076681264
Pre,74,beta,within_right,0.11004475296627801
Pre,74,beta,interhemispheric,0.16241847714631155
Pre,74,beta,anterior_posterior,0.1563093935444823
Pre,75,beta,within_left,0.16340567166403724
Pre,75,beta,within_right,0.18954330382129275
Pre,75,beta,interhemispheric,0.22826927268723685
Pre,75,beta,anterior_posterior,0.16049342296288038
Pre,76,beta,within_left,0.11468208348471078
Pre,76,beta,within_right,0.1407921377014779
Pre,76,beta,interhemispheric,0.11480187661327095
Pre,76,beta,anterior_posterior,0.08706149898373645
Pre,77,beta,within_left,0.1007695510285823
Pre,77,beta,within_right,0.0821071469777959
Pre,77,beta,interhemispheric,0.08729372798928732
Pre,77,beta,anterior_posterior,0.10706347940282954
Pre,78,beta,within_left,0.11595893955360886
Pre,78,beta,within_right,0.13155121107878048
Pre,78,beta,interhemispheric,0.11974485762447161
Pre,78,beta,anterior_posterior,0.10512013526112443
Pre,79,beta,within_left,0.09041681808720137
Pre,79,beta,within_right,0.16189767396750435
Pre,79,beta,interhemispheric,0.1315144190067856
Pre,79,beta,anterior_posterior,0.12464461778168645
Pre,80,beta,within_left,0.32117320602622984
Pre,80,beta,within_right,0.18633255604199464
Pre,80,beta,interhemispheric,0.24268382782125975
Pre,80,beta,anterior_posterior,0.2594368943437147
Pre,81,beta,within_left,0.1382570264058058
Pre,81,beta,within_right,0.10196202118449821
Pre,81,beta,interhemispheric,0.21677833123735993
Pre,81,beta,anterior_posterior,0.15151851195984622
Pre,82,beta,within_left,0.16692173842589186
Pre,82,beta,within_right,0.13259678586019227
Pre,82,beta,interhemispheric,0.13744373368642376
Pre,82,beta,anterior_posterior,0.17579464762481228
Pre,83,beta,within_left,0.14705536263006583
Pre,83,beta,within_right,0.31216783727667036
Pre,83,beta,interhemispheric,0.28735420222685776
Pre,83,beta,anterior_posterior,0.23033831469915944
Pre,84,beta,within_left,0.35013515563697767
Pre,84,beta,within_right,0.13045186975766765
Pre,84,beta,interhemispheric,0.219898602748307
Pre,84,beta,anterior_posterior,0.20658755864698422
Pre,85,beta,within_left,0.16795725225872168
Pre,85,beta,within_right,0.19487609544913173
Pre,85,beta,interhemispheric,0.16482190721974208
Pre,85,beta,anterior_posterior,0.18493090130425724
Pre,86,beta,within_left,0.16564640346000212
Pre,86,beta,within_right,0.22188441523446248
Pre,86,beta,interhemispheric,0.11167866638495437
Pre,86,beta,anterior_posterior,0.17286858746686135
Pre,87,beta,within_left,0.10324208340418352
Pre,87,beta,within_right,0.14746777911575257
Pre,87,beta,interhemispheric,0.14114098101611613
Pre,87,beta,anterior_posterior,0.10268606502932619
Pre,0,low_gamma,within_left,0.10412414112456053
Pre,0,low_gamma,within_right,0.1619755548572348
Pre,0,low_gamma,interhemispheric,0.17487586606677588
Pre,0,low_gamma,anterior_posterior,0.10631334340309964
Pre,1,low_gamma,within_left,0.09323029117277694
Pre,1,low_gamma,within_right,0.10304364406203884
Pre,1,low_gamma,interhemispheric,0.10988123097836712
Pre,1,low_gamma,anterior_posterior,0.08709803801567478
Pre,2,low_gamma,within_left,0.12506272045768405
Pre,2,low_gamma,within_right,0.18945402578935827
Pre,2,low_gamma,interhemispheric,0.12421601520304626
Pre,2,low_gamma,anterior_posterior,0.12257758616619222
Pre,3,low_gamma,within_left,0.17189439260935105
Pre,3,low_gamma,within_right,0.15144854805348074
Pre,3,low_gamma,interhemispheric,0.1016557025383839
Pre,3,low_gamma,anterior_posterior,0.13911506265652518
Pre,4,low_gamma,within_left,0.18292885571756695
Pre,4,low_gamma,within_right,0.14827883522555244
Pre,4,low_gamma,interhemispheric,0.05536164896379995
Pre,4,low_gamma,anterior_posterior,0.1496495667490433
Pre,5,low_gamma,within_left,0.13825010219202077
Pre,5,low_gamma,within_right,0.11852900191000262
Pre,5,low_gamma,interhemispheric,0.13757106639627972
Pre,5,low_gamma,anterior_posterior,0.12836228983541156
Pre,6,low_gamma,within_left,0.1251106126635489
Pre,6,low_gamma,within_right,0.2354652775457586
Pre,6,low_gamma,interhemispheric,0.18108917475125888
Pre,6,low_gamma,anterior_posterior,0.20353250654610183
Pre,7,low_gamma,within_left,0.19309178028496088
Pre,7,low_gamma,within_right,0.1602747287017419
Pre,7,low_gamma,interhemispheric,0.1676306358332256
Pre,7,low_gamma,anterior_posterior,0.14511205190603163
Pre,8,low_gamma,within_left,0.1408853933834872
Pre,8,low_gamma,within_right,0.25737112254526245
Pre,8,low_gamma,interhemispheric,0.16404431120611937
Pre,8,low_gamma,anterior_posterior,0.18774109831903452
Pre,9,low_gamma,within_left,0.12552254059647197
Pre,9,low_gamma,within_right,0.18926316571670804
Pre,9,low_gamma,interhemispheric,0.1984239433367697
Pre,9,low_gamma,anterior_posterior,0.1751026230073441
Pre,10,low_gamma,within_left,0.14810787166566908
Pre,10,low_gamma,within_right,0.15830899840184187
Pre,10,low_gamma,interhemispheric,0.21678901510416793
Pre,10,low_gamma,anterior_posterior,0.17717337137558295
Pre,11,low_gamma,within_left,0.12446654019070628
Pre,11,low_gamma,within_right,0.14047250076915985
Pre,11,low_gamma,interhemispheric,0.14331019630977773
Pre,11,low_gamma,anterior_posterior,0.12105575955350147
Pre,12,low_gamma,within_left,0.20406379753686205
Pre,12,low_gamma,within_right,0.14826636783626887
Pre,12,low_gamma,interhemispheric,0.15185345563691172
Pre,12,low_gamma,anterior_posterior,0.13736786533493167
Pre,13,low_gamma,within_left,0.10981764378974808
Pre,13,low_gamma,within_right,0.15849085595767262
Pre,13,low_gamma,interhemispheric,0.052989874034209704
Pre,13,low_gamma,anterior_posterior,0.1214138019854101
Pre,14,low_gamma,within_left,0.13546813081118925
Pre,14,low_gamma,within_right,0.1389269805545496
Pre,14,low_gamma,interhemispheric,0.04954267311294839
Pre,14,low_gamma,anterior_posterior,0.15729489570072663
Pre,15,low_gamma,within_left,0.0755679917518253
Pre,15,low_gamma,within_right,0.12227781355116653
Pre,15,low_gamma,interhemispheric,0.1308691093294674
Pre,15,low_gamma,anterior_posterior,0.10461493280814921
Pre,16,low_gamma,within_left,0.12210370289529492
Pre,16,low_gamma,within_right,0.08875241579223132
Pre,16,low_gamma,interhemispheric,0.12685361798203268
Pre,16,low_gamma,anterior_posterior,0.08866127313476857
Pre,17,low_gamma,within_left,0.14585735096093552
Pre,17,low_gamma,within_right,0.11583869090935424
Pre,17,low_gamma,interhemispheric,0.10517602505151624
Pre,17,low_gamma,anterior_posterior,0.11722120231734429
Pre,18,low_gamma,within_left,0.09987666644674141
Pre,18,low_gamma,within_right,0.16477632455595362
Pre,18,low_gamma,interhemispheric,0.15067934574873143
Pre,18,low_gamma,anterior_posterior,0.11598689064796977
Pre,19,low_gamma,within_left,0.129742109417348
Pre,19,low_gamma,within_right,0.10288984747056858
Pre,19,low_gamma,interhemispheric,0.1347397979341591
Pre,19,low_gamma,anterior_posterior,0.11812944618259734
Pre,20,low_gamma,within_left,0.1642639604266
Pre,20,low_gamma,within_right,0.2633670541393389
Pre,20,low_gamma,interhemispheric,0.15751421909113228
Pre,20,low_gamma,anterior_posterior,0.20969921464630584
Pre,21,low_gamma,within_left,0.11864835215669545
Pre,21,low_gamma,within_right,0.08093062581129841
Pre,21,low_gamma,interhemispheric,0.13809401279050812
Pre,21,low_gamma,anterior_posterior,0.10642434735774951
Pre,22,low_gamma,within_left,0.12108526694801706
Pre,22,low_gamma,within_right,0.19294854305221013
Pre,22,low_gamma,interhemispheric,0.19018729076745913
Pre,22,low_gamma,anterior_posterior,0.1671012248201262
