comp,eig,coh,plv,frac10,art_ratio,score
2,2.6161580205204533,0.8031915689300021,0.919824872168016,0.4430239593336068,2.5510850650672694,0.1282999223170187
1,3.4881701513438887,0.7129264425172621,0.8384278102023461,0.21958957862933723,2.997795702763194,0.04378445477032386
0,22.114311210833343,0.6791760062034651,0.6221992724545299,0.16257434958105166,9.875341600952355,0.006956834753219891
4,0.2997669450471995,0.19182344863031145,0.27354068198052567,0.1360365095313692,2.4107131866535454,0.0029609656990143593
5,0.29699021415873017,0.24528001227306837,0.08806147755498674,0.13480309366433013,1.330330783449047,0.0021887089779700233
3,0.4839681800625679,0.031340515062962926,0.20720306618994605,0.10211007430529248,2.647891046710521,0.0002504209302176642
