sfreq,pulses,ioi_median_s,ref_ch,n_eeg_used,n_removed,best_gt_comp,coh_base_off,coh_raw_off,coh_clean_off,coh_gtprot_off,coh_gtcomp_clean_off,coh_gtcomp_gtprot_off,snr_base_off_db,snr_raw_off_db,snr_clean_off_db,snr_gtprot_off_db,snr_gtcomp_clean_off_db,snr_gtcomp_gtprot_off_db,on_rms_reduction_clean_pct,on_rms_reduction_gtprot_pct,end_rms_reduction_clean_pct,end_rms_reduction_gtprot_pct,pct_recovery_coh_clean,pct_recovery_coh_gtprot,pct_recovery_coh_gtcomp_clean,pct_recovery_coh_gtcomp_gtprot,pct_recovery_snr_clean,pct_recovery_snr_gtprot,pct_recovery_snr_gtcomp_clean,pct_recovery_snr_gtcomp_gtprot
1000.0,30,10.0,Cz,11,20,3,0.920997299517186,0.2683241408385225,0.26518775302300673,0.267972167995159,0.2830696583182243,0.19038905101504494,36.44611280186184,9.652848281836985,9.797481725473732,9.728436126226256,1.8260168082348718,10.887733504291282,0.44935299866617484,0.011250498386705665,0.375405615665092,-0.11548789605151377,-0.48054493643731266,-0.053927886980382755,2.2592498685795595,-11.940906223454498,0.53981269631646,0.28211509774323607,-29.211936708020275,4.608939017234587
